quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00049 momentum=-0.00088 one_tick=-0.00100
quant-1  | ORDERS: [{'symbol': 'SENS/USDT', 'side': 'buy', 'quantity': 740.6332015456006, 'expected_price': 0.00558, 'fill_price': 0.005583348, 'slippage_bps': 6, 'strategy': 'evo_3698', 'confidence': 0.9, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['SENS/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0549 limit=0.0450 blocked=['SENS/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.85, 'cash': 94.36, 'exposure': 5.49, 'exposure_pct': 0.0549, 'positions': {'XMR/USDT': 0.004311, 'ETHFI/USDT': 5.775967, 'BSB/USDT': 8.501782}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T05:01:49.219020Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.117 momentum=0.07348
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0317 momentum=0.01455
quant-1  |   PLAY/USDT | source=NORMAL direction=None strength=0.0046 momentum=0.00138
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0029 momentum=0.00289
quant-1  |   NEAR/USDT | source=NORMAL direction=None strength=0.0023 momentum=0.00229
quant-1  | ========================================================================
quant-1  | 
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=360.19000000 pnl=-0.035005
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0550 symbol=ETHFI/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.022912 unrealized=-0.045630
quant-1  | [PROFIT_ENGINE] selling symbol=ETHFI/USDT reason=sideways_hard_exposure_guard qty=5.77596659 mark=0.33690000 pnl=-0.045630
quant-1  | [SELL_VALIDATION_REJECT] symbol=ETHFI/USDT requested_qty=5.775966592382718 strategy=sideways_hard_exposure_guard reason=duplicate_latest_sell latest_id=871 source=profit_engine
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.53e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64198.94, 'ETH/USDT': 1799.17, 'SOL/USDT': 70.66, 'USDC/USDT': 1.00065, 'XRP/USDT': 1.1979, 'DOGE/USDT': 0.09038, 'BNB/USDT': 613.16, 'TRIA/USDT': 0.03096, 'TRX/USDT': 0.3328, 'BSB/USDT': 0.23251, 'ADA/USDT': 0.1982, 'USD1/USDT': 0.9996, 'INJ/USDT': 6.208, 'SUI/USDT': 0.8012, 'LTC/USDT': 46.36, 'HYPE/USDT': 73.02, 'BCH/USDT': 243.1, 'ZEC/USDT': 594.65, 'GOLD(PAXG)/USDT': 4473.49, 'FIL/USDT': 0.8676, 'TAO/USDT': 220.4, 'DOT/USDT': 1.067, 'TON/USDT': 1.768, 'TRUMP/USDT': 1.87, 'BILL/USDT': 0.08787, 'NEAR/USDT': 2.6287, 'BEAT/USDT': 1.31059, 'ULTIMA/USDT': 2330.52, 'MX/USDT': 1.7519, 'GUA/USDT': 0.96752, 'ONDO/USDT': 0.39497, 'ASTER/USDT': 0.6681, 'EDEN/USDT': 0.04509, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.3365, 'GENIUS/USDT': 0.47018, 'RAIN/USDT': 0.0142388, 'XMR/USDT': 359.89, 'UBOX/USDT': 0.002469, 'LINK/USDT': 8.19, 'DASH/USDT': 36.74, 'SHIB/USDT': 5.08e-06, 'PLAY/USDT': 0.10114, 'AVAX/USDT': 7.956, 'PENGU/USDT': 0.006942, 'WXT/USDT': 0.016503, 'ATOM/USDT': 1.825, 'IN/USDT': 0.1087, 'TTN/USDT': 0.05042, 'ATLA/USDT': 192.4339, 'PENDLE/USDT': 1.318, 'AIXDROP/USDT': 0.00022056, 'SENS/USDT': 0.00558, 'TIA/USDT': 0.3513, 'BDX/USDT': 0.07882, '9BIT/USDT': 0.046846, 'JGGL/USDT': 1.9353, 'CAKE/USDT': 1.253, 'BOB/USDT': 0.006496}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64198.94, 'ETH/USDT': 1799.17, 'SOL/USDT': 70.66, 'USDC/USDT': 1.00065, 'XRP/USDT': 1.1979, 'DOGE/USDT': 0.09038, 'BNB/USDT': 613.16, 'TRIA/USDT': 0.03096, 'TRX/USDT': 0.3328, 'BSB/USDT': 0.23251, 'ADA/USDT': 0.1982, 'USD1/USDT': 0.9996, 'INJ/USDT': 6.208, 'SUI/USDT': 0.8012, 'LTC/USDT': 46.36, 'HYPE/USDT': 73.02, 'BCH/USDT': 243.1, 'ZEC/USDT': 594.65, 'GOLD(PAXG)/USDT': 4473.49, 'FIL/USDT': 0.8676, 'TAO/USDT': 220.4, 'DOT/USDT': 1.067, 'TON/USDT': 1.768, 'TRUMP/USDT': 1.87, 'BILL/USDT': 0.08787, 'NEAR/USDT': 2.6287, 'BEAT/USDT': 1.31059, 'ULTIMA/USDT': 2330.52, 'MX/USDT': 1.7519, 'GUA/USDT': 0.96752, 'ONDO/USDT': 0.39497, 'ASTER/USDT': 0.6681, 'EDEN/USDT': 0.04509, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.3365, 'GENIUS/USDT': 0.47018, 'RAIN/USDT': 0.0142388, 'XMR/USDT': 359.89, 'UBOX/USDT': 0.002469, 'LINK/USDT': 8.19, 'DASH/USDT': 36.74, 'SHIB/USDT': 5.08e-06, 'PLAY/USDT': 0.10114, 'AVAX/USDT': 7.956, 'PENGU/USDT': 0.006942, 'WXT/USDT': 0.016503, 'ATOM/USDT': 1.825, 'IN/USDT': 0.1087, 'TTN/USDT': 0.05042, 'ATLA/USDT': 192.4339, 'PENDLE/USDT': 1.318, 'AIXDROP/USDT': 0.00022056, 'SENS/USDT': 0.00558, 'TIA/USDT': 0.3513, 'BDX/USDT': 0.07882, '9BIT/USDT': 0.046846, 'JGGL/USDT': 1.9353, 'CAKE/USDT': 1.253, 'BOB/USDT': 0.006496}
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=360.19000000 pnl=-0.035005
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.9, 'top_matches': 2, 'top_strategy': 'evo_3698'}
quant-1  | ALLOCATOR BEST: strategy=evo_3698 score=0.9000 matches=2 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.03696 momentum=0.07348 one_tick=0.00000 signal=0.12757
quant-1  | ALLOCATOR SKIP SENS/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.01766 momentum=0.01455 one_tick=0.00000 signal=0.03337
quant-1  | ALLOCATOR SKIP ONDO/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00161 momentum=0.00094 one_tick=0.00089 signal=0.00286
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00024 momentum=0.00057 one_tick=-0.00057
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00619 momentum=-0.00648 one_tick=-0.00648
quant-1  | ALLOCATOR SKIP ZEC/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=False one_tick_ok=True trend=0.00001 momentum=0.00238 one_tick=0.00195 signal=0.00239
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=False one_tick_ok=True trend=0.00206 momentum=0.00006 one_tick=0.00011 signal=0.00212
quant-1  | ALLOCATOR SKIP NEAR/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.00004 momentum=0.00179 one_tick=-0.00049 signal=0.00183
quant-1  | ALLOCATOR SKIP BEAT/USDT: strict_filter trend=-0.00779 momentum=0.00177 one_tick=0.00235
quant-1  | ALLOCATOR SKIP ATLA/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00130 momentum=0.00013 one_tick=-0.00055 signal=0.00144
quant-1  | ALLOCATOR SKIP BSB/USDT: already_holding
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=0.00060 momentum=-0.00051 one_tick=-0.00038
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00055 momentum=0.00031 one_tick=0.00031
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00219 momentum=0.00016 one_tick=0.00032
quant-1  | ALLOCATOR SKIP TRIA/USDT: strict_filter trend=0.00015 momentum=-0.00065 one_tick=-0.00032
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=-0.00020 momentum=0.00013 one_tick=0.00032
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=0.00012 momentum=-0.00011 one_tick=-0.00034
quant-1  | ALLOCATOR SKIP XMR/USDT: already_holding
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=0.00002 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00001 momentum=-0.00001 one_tick=-0.00002
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00135 momentum=-0.00091 one_tick=-0.00085
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00100 momentum=-0.00204 one_tick=-0.00170
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00150 momentum=-0.00085 one_tick=-0.00099
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00146 momentum=-0.00067 one_tick=-0.00033
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00186 momentum=-0.00099 one_tick=-0.00077
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00075 momentum=-0.00078 one_tick=-0.00067
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00033 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00191 momentum=-0.00101 one_tick=-0.00101
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00204 momentum=-0.00012 one_tick=-0.00075
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00144 momentum=-0.00129 one_tick=-0.00065
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00030 momentum=-0.00041 one_tick=-0.00041
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00264 momentum=-0.00123 one_tick=-0.00123
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00446 momentum=-0.00367 one_tick=-0.00413
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00177 momentum=-0.00113 one_tick=-0.00150
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00238 momentum=-0.00094 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00183 momentum=-0.00618 one_tick=-0.00618
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00187 momentum=-0.00160 one_tick=-0.00107
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: strict_filter trend=-0.00016 momentum=-0.00007 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00008 momentum=-0.00046 one_tick=-0.00051
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.7720 cash=94.2858 exposure=5.4862 realized=-0.1357 unrealized=-0.0924 drawdown=-0.2280% regime=SIDEWAYS
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00116 momentum=-0.00105 one_tick=0.00015
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00096 momentum=-0.00508 one_tick=-0.00508
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: already_holding
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00036 momentum=-0.00109 one_tick=-0.00038
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00138 momentum=-0.00122 one_tick=-0.00110
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00255 momentum=-0.00244 one_tick=-0.00244
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00227 momentum=-0.00216 one_tick=-0.00138
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00165 momentum=-0.00075 one_tick=-0.00050
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00231 momentum=-0.00601 one_tick=-0.00216
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00093 momentum=-0.00042 one_tick=-0.00073
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00169 momentum=-0.00164 one_tick=-0.00164
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00216 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00015 momentum=-0.00020 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=0.00000 momentum=-0.00303 one_tick=-0.00227
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=-0.00460 momentum=-0.00339 one_tick=0.00127
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00289 momentum=-0.00085 one_tick=-0.00085
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00095 momentum=-0.00191 one_tick=-0.00119
quant-1  | ALLOCATOR SKIP CAKE/USDT: strict_filter trend=-0.00112 momentum=-0.00080 one_tick=-0.00080
quant-1  | [QUALITY_RANK] top-1: ONDO/USDT(qs=0.0066,sig=0.0029)
quant-1  | ENTRY QUALITY TOP 10: [('ONDO/USDT', 0.006616, 0.0028619256621599254)]
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0550
