quant-1  | Time: 2026-06-04T04:55:38.083422Z
quant-1  | ORDERS: [{'symbol': 'BILL/USDT', 'side': 'buy', 'quantity': 48.544495289834224, 'expected_price': 0.0879, 'fill_price': 0.08795274, 'slippage_bps': 6, 'strategy': 'evo_5103', 'confidence': 0.6676702492802795, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['BILL/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0551 limit=0.0450 blocked=['BILL/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.86, 'cash': 94.36, 'exposure': 5.5, 'exposure_pct': 0.0551, 'positions': {'XMR/USDT': 0.004311, 'ETHFI/USDT': 5.775967, 'BSB/USDT': 8.501782}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T04:56:29.787244Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   PLAY/USDT | source=NORMAL direction=None strength=0.018 momentum=-0.00308
quant-1  |   BILL/USDT | source=NORMAL direction=None strength=0.0059 momentum=0.00068
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0052 momentum=0.0
quant-1  |   BSB/USDT | source=NORMAL direction=None strength=0.0048 momentum=-0.00056
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0043 momentum=0.00433
quant-1  | ========================================================================
quant-1  | 
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=360.29000000 pnl=-0.034574
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0551 symbol=XMR/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.021775 unrealized=-0.034574
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_hard_exposure_guard qty=0.00431100 mark=360.29000000 pnl=-0.034574
quant-1  | [SELL_VALIDATION_REJECT] symbol=XMR/USDT requested_qty=0.00431100195215211 strategy=sideways_hard_exposure_guard reason=duplicate_latest_sell latest_id=870 source=profit_engine
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=360.29000000 pnl=-0.034574
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.53e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64397.87, 'ETH/USDT': 1805.7, 'SOL/USDT': 70.87, 'USDC/USDT': 1.00063, 'XRP/USDT': 1.2017, 'DOGE/USDT': 0.09076, 'BNB/USDT': 614.55, 'TRIA/USDT': 0.03101, 'TRX/USDT': 0.333, 'BSB/USDT': 0.23397, 'ADA/USDT': 0.1991, 'USD1/USDT': 0.99957, 'INJ/USDT': 6.233, 'SUI/USDT': 0.8052, 'LTC/USDT': 46.54, 'HYPE/USDT': 73.26, 'BCH/USDT': 245.0, 'ZEC/USDT': 597.25, 'GOLD(PAXG)/USDT': 4473.07, 'FIL/USDT': 0.8772, 'TAO/USDT': 221.52, 'DOT/USDT': 1.074, 'TON/USDT': 1.782, 'TRUMP/USDT': 1.881, 'BILL/USDT': 0.0879, 'NEAR/USDT': 2.6382, 'BEAT/USDT': 1.32398, 'ULTIMA/USDT': 2331.23, 'MX/USDT': 1.7528, 'GUA/USDT': 0.96673, 'ONDO/USDT': 0.39443, 'ASTER/USDT': 0.6692, 'EDEN/USDT': 0.04548, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3389, 'GENIUS/USDT': 0.46871, 'RAIN/USDT': 0.0142708, 'XMR/USDT': 360.29, 'UBOX/USDT': 0.0022, 'LINK/USDT': 8.222, 'DASH/USDT': 37.02, 'SHIB/USDT': 5.106e-06, 'PLAY/USDT': 0.10351, 'AVAX/USDT': 7.987, 'PENGU/USDT': 0.007, 'WXT/USDT': 0.016535, 'ATOM/USDT': 1.833, 'IN/USDT': 0.10913, 'TTN/USDT': 0.05045, 'ATLA/USDT': 192.0954, 'PENDLE/USDT': 1.324, 'AIXDROP/USDT': 0.00022239, 'SENS/USDT': 0.00538, 'TIA/USDT': 0.354, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.046864, 'JGGL/USDT': 1.9417, 'CAKE/USDT': 1.257, 'BOB/USDT': 0.0065}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64397.87, 'ETH/USDT': 1805.7, 'SOL/USDT': 70.87, 'USDC/USDT': 1.00063, 'XRP/USDT': 1.2017, 'DOGE/USDT': 0.09076, 'BNB/USDT': 614.55, 'TRIA/USDT': 0.03101, 'TRX/USDT': 0.333, 'BSB/USDT': 0.23397, 'ADA/USDT': 0.1991, 'USD1/USDT': 0.99957, 'INJ/USDT': 6.233, 'SUI/USDT': 0.8052, 'LTC/USDT': 46.54, 'HYPE/USDT': 73.26, 'BCH/USDT': 245.0, 'ZEC/USDT': 597.25, 'GOLD(PAXG)/USDT': 4473.07, 'FIL/USDT': 0.8772, 'TAO/USDT': 221.52, 'DOT/USDT': 1.074, 'TON/USDT': 1.782, 'TRUMP/USDT': 1.881, 'BILL/USDT': 0.0879, 'NEAR/USDT': 2.6382, 'BEAT/USDT': 1.32398, 'ULTIMA/USDT': 2331.23, 'MX/USDT': 1.7528, 'GUA/USDT': 0.96673, 'ONDO/USDT': 0.39443, 'ASTER/USDT': 0.6692, 'EDEN/USDT': 0.04548, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3389, 'GENIUS/USDT': 0.46871, 'RAIN/USDT': 0.0142708, 'XMR/USDT': 360.29, 'UBOX/USDT': 0.0022, 'LINK/USDT': 8.222, 'DASH/USDT': 37.02, 'SHIB/USDT': 5.106e-06, 'PLAY/USDT': 0.10351, 'AVAX/USDT': 7.987, 'PENGU/USDT': 0.007, 'WXT/USDT': 0.016535, 'ATOM/USDT': 1.833, 'IN/USDT': 0.10913, 'TTN/USDT': 0.05045, 'ATLA/USDT': 192.0954, 'PENDLE/USDT': 1.324, 'AIXDROP/USDT': 0.00022239, 'SENS/USDT': 0.00538, 'TIA/USDT': 0.354, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.046864, 'JGGL/USDT': 1.9417, 'CAKE/USDT': 1.257, 'BOB/USDT': 0.0065}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6852, 'top_matches': 1, 'top_strategy': 'evo_5666_m'}
quant-1  | ALLOCATOR BEST: strategy=evo_5666_m score=0.6852 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00525 momentum=-0.00222 one_tick=0.00000
quant-1  | ALLOCATOR SKIP UBOX/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.00931 momentum=0.00045 one_tick=0.00000 signal=0.00977
quant-1  | ALLOCATOR SKIP BILL/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00188 momentum=0.00148 one_tick=0.00000 signal=0.00661
quant-1  | ALLOCATOR SKIP BSB/USDT: already_holding
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.01130 momentum=0.00433 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00180 momentum=-0.00101 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.00059 momentum=0.00111 one_tick=0.00000 signal=0.00170
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00007 momentum=0.00060 one_tick=0.00000 signal=0.00067
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=-0.01012 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=0.00043 momentum=-0.00020 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=0.00018 momentum=-0.00048 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00123 momentum=-0.00168 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRIA/USDT: strict_filter trend=-0.00310 momentum=0.00032 one_tick=0.00000
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=0.00024 momentum=-0.00077 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00002 momentum=0.00021 one_tick=0.00000 signal=0.00024
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=0.00019 momentum=-0.00093 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00006 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=0.00017 momentum=-0.00072 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00047 momentum=-0.00063 one_tick=0.00000
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=0.00007 momentum=-0.00022 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00002 momentum=0.00006 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=0.00003 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: already_holding
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=0.00004 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00031 momentum=-0.00113 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=-0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00082 momentum=-0.00067 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00112 momentum=-0.00088 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00024 momentum=-0.00072 one_tick=0.00000
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00028 momentum=-0.00050 one_tick=0.00000
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ETHFI/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00142 momentum=-0.00272 one_tick=0.00000
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=default_sideways signal=0.004622 breakout=0.004331 trend_quality=0.000000 momentum=0.000000 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BSB/USDT reason=default_sideways signal=0.004622 breakout=0.004331 trend_quality=0.000000 momentum=0.000000 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0551 symbol=XMR/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.021775 unrealized=-0.034574
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_hard_exposure_guard qty=0.00431100 mark=360.29000000 pnl=-0.034574
quant-1  | [SELL_VALIDATION_REJECT] symbol=XMR/USDT requested_qty=0.00431100195215211 strategy=sideways_hard_exposure_guard reason=duplicate_latest_sell latest_id=870 source=profit_engine
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00155 momentum=-0.00198 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00046 momentum=-0.00021 one_tick=0.00000
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00168 momentum=-0.00136 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00220 momentum=-0.00204 one_tick=0.00000
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00176 momentum=-0.00205 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00075 momentum=-0.00117 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00069 momentum=-0.00106 one_tick=0.00000
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00270 momentum=-0.00102 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: strict_filter trend=-0.00907 momentum=-0.00082 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00647 momentum=-0.00104 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00135 momentum=-0.00110 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00002 momentum=-0.00009 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00509 momentum=-0.00236 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: already_holding
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00064 momentum=-0.00097 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00069 momentum=-0.00189 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00119 momentum=-0.00117 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00058 momentum=-0.00050 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00013 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00010 momentum=-0.00060 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00090 momentum=-0.00055 one_tick=0.00000
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00038 momentum=-0.00055 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00125 momentum=-0.00262 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00087 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=-0.00112 momentum=-0.00090 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00121 momentum=-0.00085 one_tick=0.00000
quant-1  | ALLOCATOR SKIP CAKE/USDT: strict_filter trend=-0.00060 momentum=-0.00079 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00032 momentum=-0.00046 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0551
