quant-1  | ALLOCATOR SKIP BILL/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00280 momentum=0.00023 one_tick=0.00000 signal=0.00303
quant-1  | ORDERS: []
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=0 proposed_fills=0 symbols=[]
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.89, 'cash': 96.36, 'exposure': 3.53, 'exposure_pct': 0.0354, 'positions': {'XMR/USDT': 0.004311, 'ETHFI/USDT': 5.775967}, 'orders': 0, 'rejected': [{'symbol': 'PENGU/USDT', 'reason': 'entry_quality_not_top_10'}], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T04:45:31.540965Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   BSB/USDT | source=NORMAL direction=None strength=0.0097 momentum=0.00601
quant-1  |   ETHFI/USDT | source=NORMAL direction=None strength=0.0051 momentum=0.00294
quant-1  |   PENGU/USDT | source=NORMAL direction=None strength=0.0041 momentum=0.00286
quant-1  |   GENIUS/USDT | source=NORMAL direction=None strength=0.004 momentum=0.00351
quant-1  |   PENDLE/USDT | source=NORMAL direction=None strength=0.0037 momentum=0.00226
quant-1  | Rejected sample: [{'symbol': 'PENGU/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | ========================================================================
quant-1  | 
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=363.01000000 pnl=-0.022848
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=XMR/USDT reason=default_sideways signal=0.000662 breakout=0.000525 trend_quality=0.000000 momentum=0.000662 one_tick=0.000165 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=XMR/USDT class=SIDEWAYS_SCALP ret=-1.4390% unreal=-0.022848 peak=0.006521 age_min=475.3
quant-1  | [PROFIT_ENGINE] selling symbol=XMR/USDT reason=sideways_scalp_stop_loss qty=0.00431100 mark=363.01000000 pnl=-0.022848
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=profit_engine
quant-1  | [PROFIT_ENGINE] error=cannot start a transaction within a transaction
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.99e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64410.77, 'ETH/USDT': 1806.9, 'SOL/USDT': 71.06, 'USDC/USDT': 1.00069, 'XRP/USDT': 1.2061, 'DOGE/USDT': 0.09105, 'BNB/USDT': 616.67, 'TRIA/USDT': 0.03119, 'TRX/USDT': 0.3329, 'BSB/USDT': 0.23259, 'ADA/USDT': 0.1996, 'USD1/USDT': 0.99949, 'INJ/USDT': 6.261, 'SUI/USDT': 0.8107, 'LTC/USDT': 46.64, 'HYPE/USDT': 73.82, 'BCH/USDT': 247.0, 'ZEC/USDT': 600.76, 'GOLD(PAXG)/USDT': 4475.76, 'FIL/USDT': 0.8868, 'TAO/USDT': 222.77, 'DOT/USDT': 1.077, 'TON/USDT': 1.789, 'TRUMP/USDT': 1.892, 'BILL/USDT': 0.08707, 'NEAR/USDT': 2.6588, 'BEAT/USDT': 1.35367, 'ULTIMA/USDT': 2330.79, 'MX/USDT': 1.7546, 'GUA/USDT': 0.97944, 'ONDO/USDT': 0.39353, 'ASTER/USDT': 0.6797, 'EDEN/USDT': 0.04579, 'EUR/USDT': 1.1618, 'ETHFI/USDT': 0.341, 'GENIUS/USDT': 0.47739, 'RAIN/USDT': 0.0142893, 'XMR/USDT': 363.01, 'UBOX/USDT': 0.0022, 'LINK/USDT': 8.25, 'DASH/USDT': 37.08, 'SHIB/USDT': 5.129e-06, 'PLAY/USDT': 0.0983, 'AVAX/USDT': 8.019, 'PENGU/USDT': 0.007021, 'WXT/USDT': 0.016567, 'ATOM/USDT': 1.837, 'IN/USDT': 0.10987, 'TTN/USDT': 0.05045, 'ATLA/USDT': 193.2596, 'PENDLE/USDT': 1.332, 'AIXDROP/USDT': 0.00022286, 'SENS/USDT': 0.00539, 'TIA/USDT': 0.3556, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.046894, 'JGGL/USDT': 1.9434, 'CAKE/USDT': 1.261, 'BOB/USDT': 0.006502}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64410.77, 'ETH/USDT': 1806.9, 'SOL/USDT': 71.06, 'USDC/USDT': 1.00069, 'XRP/USDT': 1.2061, 'DOGE/USDT': 0.09105, 'BNB/USDT': 616.67, 'TRIA/USDT': 0.03119, 'TRX/USDT': 0.3329, 'BSB/USDT': 0.23259, 'ADA/USDT': 0.1996, 'USD1/USDT': 0.99949, 'INJ/USDT': 6.261, 'SUI/USDT': 0.8107, 'LTC/USDT': 46.64, 'HYPE/USDT': 73.82, 'BCH/USDT': 247.0, 'ZEC/USDT': 600.76, 'GOLD(PAXG)/USDT': 4475.76, 'FIL/USDT': 0.8868, 'TAO/USDT': 222.77, 'DOT/USDT': 1.077, 'TON/USDT': 1.789, 'TRUMP/USDT': 1.892, 'BILL/USDT': 0.08707, 'NEAR/USDT': 2.6588, 'BEAT/USDT': 1.35367, 'ULTIMA/USDT': 2330.79, 'MX/USDT': 1.7546, 'GUA/USDT': 0.97944, 'ONDO/USDT': 0.39353, 'ASTER/USDT': 0.6797, 'EDEN/USDT': 0.04579, 'EUR/USDT': 1.1618, 'ETHFI/USDT': 0.341, 'GENIUS/USDT': 0.47739, 'RAIN/USDT': 0.0142893, 'XMR/USDT': 363.01, 'UBOX/USDT': 0.0022, 'LINK/USDT': 8.25, 'DASH/USDT': 37.08, 'SHIB/USDT': 5.129e-06, 'PLAY/USDT': 0.0983, 'AVAX/USDT': 8.019, 'PENGU/USDT': 0.007021, 'WXT/USDT': 0.016567, 'ATOM/USDT': 1.837, 'IN/USDT': 0.10987, 'TTN/USDT': 0.05045, 'ATLA/USDT': 193.2596, 'PENDLE/USDT': 1.332, 'AIXDROP/USDT': 0.00022286, 'SENS/USDT': 0.00539, 'TIA/USDT': 0.3556, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.046894, 'JGGL/USDT': 1.9434, 'CAKE/USDT': 1.261, 'BOB/USDT': 0.006502}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.9, 'top_matches': 20, 'top_strategy': 'evo_8123'}
quant-1  | ALLOCATOR BEST: strategy=evo_8123 score=0.9000 matches=20 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP BSB/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00472 momentum=0.00601 one_tick=0.00000 signal=0.01073
quant-1  | ALLOCATOR SKIP ETHFI/USDT: already_holding
quant-1  | ALLOCATOR SKIP PENGU/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00177 momentum=0.00286 one_tick=0.00000 signal=0.00463
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00105 momentum=0.00351 one_tick=0.00000 signal=0.00456
quant-1  | ALLOCATOR SKIP SHIB/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00218 momentum=0.00176 one_tick=0.00000 signal=0.00394
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'TON/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0354
