quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00356 momentum=0.00058 one_tick=0.00058
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00618 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP BILL/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00109 momentum=0.00259 one_tick=0.00259 signal=0.00396
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=0.00353 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00225 momentum=0.00018 one_tick=-0.00180
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=0.00211 momentum=-0.00075 one_tick=-0.00300
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00154 momentum=0.00011 one_tick=0.00000 signal=0.00184
quant-1  | ALLOCATOR SKIP PENGU/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00159 momentum=0.00015 one_tick=0.00000 signal=0.00173
quant-1  | ALLOCATOR SKIP EDEN/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.00124 momentum=0.00045 one_tick=0.00000 signal=0.00169
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=0.00029 momentum=0.00136 one_tick=-0.00194
quant-1  | ALLOCATOR SKIP TAO/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.00118 momentum=0.00014 one_tick=0.00000 signal=0.00132
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=0.00084 momentum=-0.00004 one_tick=0.00000
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00005 momentum=0.00028 one_tick=0.00032 signal=0.00123
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=0.00105 momentum=-0.00055 one_tick=-0.00110
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=0.00104 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=0.00103 momentum=-0.00091 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=0.00100 momentum=-0.00051 one_tick=0.00051
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP SUI/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00064 momentum=0.00025 one_tick=0.00000 signal=0.00089
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=0.00077 momentum=-0.00087 one_tick=-0.00148
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=0.00074 momentum=-0.00128 one_tick=-0.00128
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=0.00073 momentum=-0.00280 one_tick=-0.00175
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=0.00070 momentum=-0.00145 one_tick=-0.00174
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=0.00041 momentum=-0.00134 one_tick=-0.00093
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP BDX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00010 momentum=0.00013 one_tick=0.00025 signal=0.00032
quant-1  | ALLOCATOR SKIP RAIN/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00002 momentum=0.00030 one_tick=0.00030 signal=0.00032
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=-0.00056 momentum=0.00005 one_tick=-0.00045
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=0.00025 momentum=-0.00130 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=0.00018 momentum=-0.00094 one_tick=-0.00034
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=0.00014 momentum=-0.00095 one_tick=-0.00095
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=0.00013 momentum=-0.00120 one_tick=-0.00093
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00012 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=0.00008 momentum=-0.00080 one_tick=-0.00080
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=0.00006 momentum=-0.00121 one_tick=-0.00121
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00002 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00036 momentum=-0.00038 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00005 momentum=-0.00011 one_tick=-0.00006
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=0.00001 momentum=0.00000 one_tick=0.00001
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00020 momentum=-0.00126 one_tick=-0.00084
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00031 momentum=-0.00115 one_tick=-0.00058
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00005 momentum=-0.00101 one_tick=-0.00045
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00030 momentum=-0.00195 one_tick=-0.00162
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00092 momentum=-0.00276 one_tick=-0.00276
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00002 momentum=-0.00041 one_tick=-0.00041
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00035 momentum=-0.00058 one_tick=-0.00345
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00465 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00008 momentum=-0.00009 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=-0.00141 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00009 momentum=-0.00037 one_tick=-0.00024
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00020 momentum=-0.00056 one_tick=-0.00056
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00015 momentum=-0.00060 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00101 momentum=-0.00291 one_tick=-0.00204
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00016 momentum=-0.00110 one_tick=-0.00094
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00111 momentum=0.00000 one_tick=-0.00126
quant-1  | [QUALITY_RANK] top-2: XMR/USDT(qs=0.0171,sig=0.0064), BILL/USDT(qs=0.0113,sig=0.0040)
quant-1  | ENTRY QUALITY TOP 10: [('XMR/USDT', 0.01706, 0.006411051329645812), ('BILL/USDT', 0.011282, 0.003959865802080409)]
