quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | ORDERS: []
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=0 proposed_fills=0 symbols=[]
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=0 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.98, 'cash': 93.5, 'exposure': 6.49, 'exposure_pct': 0.0649, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:06:09.506377Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0089 momentum=0.0
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0075 momentum=0.0
quant-1  |   PENDLE/USDT | source=NORMAL direction=None strength=0.0068 momentum=0.00676
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0055 momentum=0.0
quant-1  |   NEAR/USDT | source=NORMAL direction=None strength=0.0043 momentum=0.0043
quant-1  | ========================================================================
quant-1  | 
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9887 cash=99.9887 exposure=0.0000 realized=-0.0113 unrealized=0.0000 drawdown=-0.0113% regime=SIDEWAYS
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63870.86, 'ETH/USDT': 1782.45, 'SOL/USDT': 70.01, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1832, 'DOGE/USDT': 0.08939, 'BNB/USDT': 603.32, 'TRIA/USDT': 0.03136, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23208, 'ADA/USDT': 0.1969, 'USD1/USDT': 0.99969, 'INJ/USDT': 6.216, 'SUI/USDT': 0.7957, 'LTC/USDT': 46.51, 'HYPE/USDT': 69.33, 'BCH/USDT': 243.3, 'ZEC/USDT': 573.71, 'GOLD(PAXG)/USDT': 4462.0, 'FIL/USDT': 0.8648, 'TAO/USDT': 218.69, 'DOT/USDT': 1.058, 'TON/USDT': 1.768, 'TRUMP/USDT': 1.838, 'BILL/USDT': 0.08476, 'NEAR/USDT': 2.456, 'BEAT/USDT': 1.3856, 'ULTIMA/USDT': 2331.47, 'MX/USDT': 1.7518, 'GUA/USDT': 0.92721, 'ONDO/USDT': 0.38385, 'ASTER/USDT': 0.6602, 'EDEN/USDT': 0.04493, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3358, 'GENIUS/USDT': 0.46851, 'RAIN/USDT': 0.0139976, 'XMR/USDT': 356.31, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.128, 'DASH/USDT': 35.84, 'SHIB/USDT': 5.033e-06, 'PLAY/USDT': 0.10055, 'AVAX/USDT': 7.885, 'PENGU/USDT': 0.006839, 'WXT/USDT': 0.016407, 'ATOM/USDT': 1.809, 'IN/USDT': 0.101, 'TTN/USDT': 0.05032, 'ATLA/USDT': 182.4603, 'PENDLE/USDT': 1.337, 'AIXDROP/USDT': 0.00022133, 'SENS/USDT': 0.00565, 'TIA/USDT': 0.3488, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.046914, 'JGGL/USDT': 1.9168, 'CAKE/USDT': 1.243, 'BOB/USDT': 0.006388}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63870.86, 'ETH/USDT': 1782.45, 'SOL/USDT': 70.01, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1832, 'DOGE/USDT': 0.08939, 'BNB/USDT': 603.32, 'TRIA/USDT': 0.03136, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23208, 'ADA/USDT': 0.1969, 'USD1/USDT': 0.99969, 'INJ/USDT': 6.216, 'SUI/USDT': 0.7957, 'LTC/USDT': 46.51, 'HYPE/USDT': 69.33, 'BCH/USDT': 243.3, 'ZEC/USDT': 573.71, 'GOLD(PAXG)/USDT': 4462.0, 'FIL/USDT': 0.8648, 'TAO/USDT': 218.69, 'DOT/USDT': 1.058, 'TON/USDT': 1.768, 'TRUMP/USDT': 1.838, 'BILL/USDT': 0.08476, 'NEAR/USDT': 2.456, 'BEAT/USDT': 1.3856, 'ULTIMA/USDT': 2331.47, 'MX/USDT': 1.7518, 'GUA/USDT': 0.92721, 'ONDO/USDT': 0.38385, 'ASTER/USDT': 0.6602, 'EDEN/USDT': 0.04493, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3358, 'GENIUS/USDT': 0.46851, 'RAIN/USDT': 0.0139976, 'XMR/USDT': 356.31, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.128, 'DASH/USDT': 35.84, 'SHIB/USDT': 5.033e-06, 'PLAY/USDT': 0.10055, 'AVAX/USDT': 7.885, 'PENGU/USDT': 0.006839, 'WXT/USDT': 0.016407, 'ATOM/USDT': 1.809, 'IN/USDT': 0.101, 'TTN/USDT': 0.05032, 'ATLA/USDT': 182.4603, 'PENDLE/USDT': 1.337, 'AIXDROP/USDT': 0.00022133, 'SENS/USDT': 0.00565, 'TIA/USDT': 0.3488, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.046914, 'JGGL/USDT': 1.9168, 'CAKE/USDT': 1.243, 'BOB/USDT': 0.006388}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.8068, 'top_matches': 1, 'top_strategy': 'evo_1492'}
quant-1  | ALLOCATOR BEST: strategy=evo_1492 score=0.8068 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.00762 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00623 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00224 momentum=0.00300 one_tick=-0.00298
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00071 momentum=0.00199 one_tick=0.00000 signal=0.00270
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00418 momentum=0.00163 one_tick=0.00245
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00155 momentum=0.00112 one_tick=0.00000
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00129 momentum=0.00034 one_tick=0.00034
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=0.00015 momentum=-0.00044 one_tick=-0.00011
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=-0.00003 momentum=0.00015 one_tick=0.00004
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00036 momentum=0.00013 one_tick=-0.00025
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00003 momentum=-0.00060 one_tick=-0.00060
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00004 momentum=0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00001 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00130 momentum=-0.00003 one_tick=0.00032
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00200 momentum=-0.00038 one_tick=0.00028
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00185 momentum=-0.00171 one_tick=-0.00086
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=-0.00000 momentum=-0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00212 momentum=-0.00110 one_tick=-0.00068
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00184 momentum=-0.00101 one_tick=-0.00034
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00133 momentum=-0.00152 one_tick=0.00022
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00185 momentum=-0.00101 one_tick=-0.00051
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00317 momentum=-0.00096 one_tick=-0.00016
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00222 momentum=-0.00163 one_tick=-0.00113
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00090 momentum=-0.00021 one_tick=0.00065
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00264 momentum=-0.00029 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00043 momentum=-0.00205 one_tick=-0.00082
quant-1  | ALLOCATOR SKIP ZEC/USDT: strict_filter trend=-0.00419 momentum=-0.00618 one_tick=-0.00040
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00446 momentum=-0.00104 one_tick=0.00151
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00380 momentum=-0.00110 one_tick=-0.00132
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00269 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00287 momentum=-0.00169 one_tick=-0.00057
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00155 momentum=-0.00163 one_tick=-0.00054
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00182 momentum=-0.00094 one_tick=0.00106
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00001 momentum=-0.00006 one_tick=-0.00006
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00452 momentum=-0.00213 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00249 momentum=-0.00061 one_tick=-0.00015
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00046 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00427 momentum=-0.00060 one_tick=-0.00089
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00209 momentum=-0.00161 one_tick=0.00259
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00145 momentum=-0.00115 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00262 momentum=-0.00221 one_tick=-0.00123
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00135 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00155 momentum=-0.00079 one_tick=-0.00079
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00288 momentum=-0.00070 one_tick=0.00189
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00256 momentum=-0.00076 one_tick=-0.00051
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00296 momentum=-0.00161 one_tick=0.00015
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00113 momentum=-0.00097 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00174 momentum=-0.00221 one_tick=0.00000
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00287 momentum=-0.00385 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00065 momentum=-0.00020 one_tick=0.00020
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00194 momentum=-0.00216 one_tick=-0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00249 momentum=-0.00086 one_tick=0.00172
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00169 momentum=-0.00094 one_tick=-0.00026
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00089 momentum=-0.00483 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'GUA/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=GUA/USDT strategy=evo_allocator_rescue score=0.063808 signal=0.011472 breakout=0.011520 trend=0.005822 momentum=0.005651 one_tick=0.005651 value=1.2499 confidence=0.950
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
