quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00022 momentum=0.00140 one_tick=0.00063
quant-1  | ORDERS: [{'symbol': 'BEAT/USDT', 'side': 'buy', 'quantity': 0.8875562523081075, 'expected_price': 1.40808, 'fill_price': 1.40808, 'confidence': 0.95, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.008642494562724035, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.0030498170109796163, 'long_trend': 0.00501616543296346, 'volatility': 0.0016861939877656485, 'momentum': 0.0030845948352626884, 'one_tick_momentum': 0.004021562419782798, 'signal_strength': 0.008642494562724035, 'price': 1.40808, 'symbol_regime': 'SYMBOL_BREAKOUT_UP', 'symbol_trend_score': 0.009339425684143466, 'breakout_score': 0.008917877187202054, 'trend_quality': 0.009339425684143466, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.045544125521640035, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0646 limit=0.0450 blocked=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.97, 'cash': 93.52, 'exposure': 6.45, 'exposure_pct': 0.0645, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:16:37.387100Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0751 momentum=0.0
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0149 momentum=0.0
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0086 momentum=0.00308
quant-1  |   BOB/USDT | source=NORMAL direction=None strength=0.0037 momentum=0.00251
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0029 momentum=0.0
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.000655 breakout=0.000516 trend_quality=0.000000 momentum=-0.000957 one_tick=-0.000319 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.000655 breakout=0.000516 trend_quality=0.000000 momentum=-0.000957 one_tick=-0.000319 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000644 breakout=0.000477 trend_quality=0.000000 momentum=-0.002412 one_tick=-0.001609 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000644 breakout=0.000477 trend_quality=0.000000 momentum=-0.002412 one_tick=-0.001609 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000024 breakout=0.000000 trend_quality=0.000000 momentum=0.000021 one_tick=0.000013 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000024 breakout=0.000000 trend_quality=0.000000 momentum=0.000021 one_tick=0.000013 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0645 symbol=ZEC/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.013545 unrealized=-0.026989
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=ZEC/USDT reason=sideways_hard_exposure_guard qty=0.00339914 mark=578.27000000 pnl=-0.026989
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=ZEC/USDT existing_qty=0.00339913680731437 requested_qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63721.84, 'ETH/USDT': 1781.76, 'SOL/USDT': 69.9, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1803, 'DOGE/USDT': 0.08943, 'BNB/USDT': 602.0, 'TRIA/USDT': 0.03131, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23095, 'ADA/USDT': 0.1963, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.231, 'SUI/USDT': 0.7937, 'LTC/USDT': 46.42, 'HYPE/USDT': 69.1, 'BCH/USDT': 243.7, 'ZEC/USDT': 578.05, 'GOLD(PAXG)/USDT': 4459.61, 'FIL/USDT': 0.8633, 'TAO/USDT': 218.32, 'DOT/USDT': 1.057, 'TON/USDT': 1.768, 'TRUMP/USDT': 1.831, 'BILL/USDT': 0.08465, 'NEAR/USDT': 2.4381, 'BEAT/USDT': 1.40808, 'ULTIMA/USDT': 2328.91, 'MX/USDT': 1.7514, 'GUA/USDT': 0.97734, 'ONDO/USDT': 0.3842, 'ASTER/USDT': 0.6608, 'EDEN/USDT': 0.0449, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3349, 'GENIUS/USDT': 0.4685, 'RAIN/USDT': 0.0140006, 'XMR/USDT': 358.0, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.128, 'DASH/USDT': 35.62, 'SHIB/USDT': 5.03e-06, 'PLAY/USDT': 0.0993, 'AVAX/USDT': 7.861, 'PENGU/USDT': 0.006824, 'WXT/USDT': 0.016388, 'ATOM/USDT': 1.802, 'IN/USDT': 0.10092, 'TTN/USDT': 0.05015, 'ATLA/USDT': 181.6576, 'PENDLE/USDT': 1.332, 'AIXDROP/USDT': 0.00022087, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3465, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.046915, 'JGGL/USDT': 1.9155, 'CAKE/USDT': 1.241, 'BOB/USDT': 0.006401}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63721.84, 'ETH/USDT': 1781.76, 'SOL/USDT': 69.9, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1803, 'DOGE/USDT': 0.08943, 'BNB/USDT': 602.0, 'TRIA/USDT': 0.03131, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23095, 'ADA/USDT': 0.1963, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.231, 'SUI/USDT': 0.7937, 'LTC/USDT': 46.42, 'HYPE/USDT': 69.1, 'BCH/USDT': 243.7, 'ZEC/USDT': 578.05, 'GOLD(PAXG)/USDT': 4459.61, 'FIL/USDT': 0.8633, 'TAO/USDT': 218.32, 'DOT/USDT': 1.057, 'TON/USDT': 1.768, 'TRUMP/USDT': 1.831, 'BILL/USDT': 0.08465, 'NEAR/USDT': 2.4381, 'BEAT/USDT': 1.40808, 'ULTIMA/USDT': 2328.91, 'MX/USDT': 1.7514, 'GUA/USDT': 0.97734, 'ONDO/USDT': 0.3842, 'ASTER/USDT': 0.6608, 'EDEN/USDT': 0.0449, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3349, 'GENIUS/USDT': 0.4685, 'RAIN/USDT': 0.0140006, 'XMR/USDT': 358.0, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.128, 'DASH/USDT': 35.62, 'SHIB/USDT': 5.03e-06, 'PLAY/USDT': 0.0993, 'AVAX/USDT': 7.861, 'PENGU/USDT': 0.006824, 'WXT/USDT': 0.016388, 'ATOM/USDT': 1.802, 'IN/USDT': 0.10092, 'TTN/USDT': 0.05015, 'ATLA/USDT': 181.6576, 'PENDLE/USDT': 1.332, 'AIXDROP/USDT': 0.00022087, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3465, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.046915, 'JGGL/USDT': 1.9155, 'CAKE/USDT': 1.241, 'BOB/USDT': 0.006401}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.7409, 'top_matches': 1, 'top_strategy': 'evo_4002_m'}
quant-1  | ALLOCATOR BEST: strategy=evo_4002_m score=0.7409 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.02549 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00958 momentum=0.00757 one_tick=0.00757
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=0.00291 momentum=-0.00217 one_tick=-0.00172
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP RAIN/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00074 momentum=0.00168 one_tick=-0.00021 signal=0.00242
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=0.00146 momentum=-0.00112 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00149 momentum=0.00178 one_tick=0.00000
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=0.00156 momentum=-0.00352 one_tick=-0.00048
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=0.00176 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00003 momentum=0.00160 one_tick=0.00100
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=0.00110 momentum=-0.00179 one_tick=0.00020
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=0.00101 momentum=-0.00226 one_tick=-0.00076
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=0.00099 momentum=-0.00095 one_tick=0.00000
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=0.00093 momentum=-0.00136 one_tick=-0.00005
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9800 cash=99.9800 exposure=0.0000 realized=-0.0200 unrealized=0.0000 drawdown=-0.0200% regime=SIDEWAYS
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=0.00092 momentum=-0.00301 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=0.00089 momentum=-0.00147 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=0.00086 momentum=-0.00069 one_tick=0.00012
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=0.00082 momentum=-0.00221 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=0.00070 momentum=-0.00327 one_tick=0.00000
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=0.00063 momentum=-0.00127 one_tick=0.00058
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=0.00060 momentum=-0.00311 one_tick=0.00041
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=0.00053 momentum=-0.00041 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00431 momentum=-0.00954 one_tick=0.00123
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=0.00055 momentum=-0.00112 one_tick=0.00011
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00018 momentum=0.00030 one_tick=0.00019 signal=0.00048
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00566 momentum=-0.00889 one_tick=0.00174
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00007 momentum=0.00030 one_tick=0.00000 signal=0.00037
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=0.00037 momentum=-0.00022 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=0.00036 momentum=-0.00402 one_tick=-0.00058
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=0.00031 momentum=-0.00146 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00028 momentum=-0.00138 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00280 momentum=-0.00111 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=0.00021 momentum=-0.00143 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=0.00020 momentum=-0.00057 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=0.00019 momentum=-0.00165 one_tick=-0.00013
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=0.00018 momentum=-0.00179 one_tick=-0.00013
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=0.00017 momentum=-0.00146 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=0.00016 momentum=-0.00038 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00006 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00003 momentum=-0.00009 one_tick=-0.00009
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=0.00002 momentum=-0.00032 one_tick=-0.00050
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=0.00002 momentum=-0.00118 one_tick=0.00017
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=0.00001 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=-0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00023 momentum=-0.00094 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00008 momentum=-0.00203 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00005 momentum=-0.00272 one_tick=0.00055
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00011 momentum=-0.00006 one_tick=-0.00006
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00070 momentum=-0.00252 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00154 momentum=-0.00131 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00033 momentum=-0.00111 one_tick=-0.00111
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00250 momentum=-0.00050 one_tick=-0.00050
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00128 momentum=-0.00020 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00209 momentum=-0.00225 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] selected symbol=BEAT/USDT strategy=evo_allocator_rescue score=0.040968 signal=0.008835 breakout=0.008122 trend=0.003111 momentum=0.003085 one_tick=0.000000 value=1.2498 confidence=0.950
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
