quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=0.00173 momentum=-0.00302 one_tick=-0.00076
quant-1  | ORDERS: []
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=0 proposed_fills=0 symbols=[]
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=0 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.97, 'cash': 93.52, 'exposure': 6.45, 'exposure_pct': 0.0645, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [{'symbol': 'BSB/USDT', 'reason': 'entry_quality_not_top_10'}], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:17:45.571797Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0603 momentum=0.0
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0108 momentum=0.0
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0066 momentum=-0.00397
quant-1  |   ZEC/USDT | source=NORMAL direction=None strength=0.0044 momentum=0.00346
quant-1  |   HYPE/USDT | source=NORMAL direction=None strength=0.0038 momentum=0.00376
quant-1  | Rejected sample: [{'symbol': 'BSB/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | ========================================================================
quant-1  | 
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9397 cash=93.4892 exposure=6.4504 realized=-0.0200 unrealized=-0.0404 drawdown=-0.0603% regime=SIDEWAYS
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ZEC/USDT qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ZEC/USDT open_qty=0.00339913680731437 latest_sell_qty=0.00339913680731437 latest_id=5 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT,ZEC/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63679.18, 'ETH/USDT': 1780.44, 'SOL/USDT': 69.86, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1803, 'DOGE/USDT': 0.08944, 'BNB/USDT': 602.23, 'TRIA/USDT': 0.03116, 'TRX/USDT': 0.3323, 'BSB/USDT': 0.23123, 'ADA/USDT': 0.1963, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.223, 'SUI/USDT': 0.794, 'LTC/USDT': 46.4, 'HYPE/USDT': 69.2, 'BCH/USDT': 243.6, 'ZEC/USDT': 579.41, 'GOLD(PAXG)/USDT': 4459.85, 'FIL/USDT': 0.8644, 'TAO/USDT': 218.56, 'DOT/USDT': 1.055, 'TON/USDT': 1.766, 'TRUMP/USDT': 1.829, 'BILL/USDT': 0.08446, 'NEAR/USDT': 2.4291, 'BEAT/USDT': 1.40743, 'ULTIMA/USDT': 2329.52, 'MX/USDT': 1.7515, 'GUA/USDT': 0.97734, 'ONDO/USDT': 0.38349, 'ASTER/USDT': 0.6607, 'EDEN/USDT': 0.04467, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.335, 'GENIUS/USDT': 0.46849, 'RAIN/USDT': 0.0139997, 'XMR/USDT': 358.0, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.125, 'DASH/USDT': 35.61, 'SHIB/USDT': 5.031e-06, 'PLAY/USDT': 0.09944, 'AVAX/USDT': 7.865, 'PENGU/USDT': 0.006824, 'WXT/USDT': 0.016382, 'ATOM/USDT': 1.801, 'IN/USDT': 0.10096, 'TTN/USDT': 0.0501, 'ATLA/USDT': 182.1447, 'PENDLE/USDT': 1.329, 'AIXDROP/USDT': 0.00022077, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3467, 'BDX/USDT': 0.07872, '9BIT/USDT': 0.046946, 'JGGL/USDT': 1.9144, 'CAKE/USDT': 1.24, 'BOB/USDT': 0.006377}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63679.18, 'ETH/USDT': 1780.44, 'SOL/USDT': 69.86, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1803, 'DOGE/USDT': 0.08944, 'BNB/USDT': 602.23, 'TRIA/USDT': 0.03116, 'TRX/USDT': 0.3323, 'BSB/USDT': 0.23123, 'ADA/USDT': 0.1963, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.223, 'SUI/USDT': 0.794, 'LTC/USDT': 46.4, 'HYPE/USDT': 69.2, 'BCH/USDT': 243.6, 'ZEC/USDT': 579.41, 'GOLD(PAXG)/USDT': 4459.85, 'FIL/USDT': 0.8644, 'TAO/USDT': 218.56, 'DOT/USDT': 1.055, 'TON/USDT': 1.766, 'TRUMP/USDT': 1.829, 'BILL/USDT': 0.08446, 'NEAR/USDT': 2.4291, 'BEAT/USDT': 1.40743, 'ULTIMA/USDT': 2329.52, 'MX/USDT': 1.7515, 'GUA/USDT': 0.97734, 'ONDO/USDT': 0.38349, 'ASTER/USDT': 0.6607, 'EDEN/USDT': 0.04467, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.335, 'GENIUS/USDT': 0.46849, 'RAIN/USDT': 0.0139997, 'XMR/USDT': 358.0, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.125, 'DASH/USDT': 35.61, 'SHIB/USDT': 5.031e-06, 'PLAY/USDT': 0.09944, 'AVAX/USDT': 7.865, 'PENGU/USDT': 0.006824, 'WXT/USDT': 0.016382, 'ATOM/USDT': 1.801, 'IN/USDT': 0.10096, 'TTN/USDT': 0.0501, 'ATLA/USDT': 182.1447, 'PENDLE/USDT': 1.329, 'AIXDROP/USDT': 0.00022077, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3467, 'BDX/USDT': 0.07872, '9BIT/USDT': 0.046946, 'JGGL/USDT': 1.9144, 'CAKE/USDT': 1.24, 'BOB/USDT': 0.006377}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.5721, 'top_matches': 1, 'top_strategy': 'evo_1492'}
quant-1  | ALLOCATOR BEST: strategy=evo_1492 score=0.5721 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.01075 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00120 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00501 momentum=0.00239 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00412 momentum=0.00145 one_tick=-0.00188
quant-1  | ALLOCATOR SKIP FIL/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00112 momentum=0.00023 one_tick=-0.00012 signal=0.00135
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=0.00023 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=0.00114 momentum=-0.00016 one_tick=0.00011
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00066 momentum=0.00111 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00055 momentum=0.00110 one_tick=0.00000
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00049 momentum=0.00049 one_tick=0.00055 signal=0.00101
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00039 momentum=0.00066 one_tick=0.00066
quant-1  | ALLOCATOR SKIP TRX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00027 momentum=0.00030 one_tick=0.00030 signal=0.00058
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=0.00051 momentum=-0.00040 one_tick=-0.00020
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00032 momentum=0.00043 one_tick=0.00022
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=0.00043 momentum=-0.00284 one_tick=0.00000
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00094 momentum=-0.00160 one_tick=0.00016
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00089 momentum=0.00030 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00124 momentum=0.00029 one_tick=0.00116
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=0.00017 momentum=-0.00045 one_tick=-0.00045
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00007 momentum=0.00019 one_tick=0.00015 signal=0.00026
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00066 momentum=0.00025 one_tick=-0.00025
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00056 momentum=0.00025 one_tick=0.00027
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=0.00012 momentum=-0.00041 one_tick=-0.00041
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00150 momentum=0.00020 one_tick=0.00020
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00067 momentum=-0.00091 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00064 momentum=0.00013 one_tick=-0.00038
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00006 momentum=0.00006 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00001 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00004 momentum=-0.00063 one_tick=-0.00025
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=0.00000 momentum=-0.00003 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=-0.00000 momentum=-0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00080 momentum=-0.00050 one_tick=-0.00000
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00014 momentum=-0.00040 one_tick=-0.00035
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00056 momentum=-0.00100 one_tick=-0.00029
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00041 momentum=-0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00048 momentum=0.00000 one_tick=-0.00051
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00017 momentum=-0.00057 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00131 momentum=-0.00109 one_tick=-0.00109
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00060 momentum=-0.00224 one_tick=-0.00130
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00084 momentum=-0.00029 one_tick=-0.00049
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00086 momentum=-0.00055 one_tick=-0.00094
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00309 momentum=-0.00379 one_tick=-0.00379
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00042 momentum=-0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00114 momentum=-0.00028 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00020 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00028 momentum=-0.00098 one_tick=-0.00049
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00089 momentum=-0.00055 one_tick=-0.00055
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00132 momentum=-0.00020 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00318 momentum=-0.00150 one_tick=-0.00075
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=-0.00016 momentum=-0.00072 one_tick=-0.00027
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00008 momentum=-0.00084 one_tick=-0.00042
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00044 momentum=-0.00125 one_tick=-0.00125
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'BSB/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=BSB/USDT strategy=evo_allocator_rescue score=0.010064 signal=0.002086 breakout=0.001899 trend=0.001566 momentum=0.000519 one_tick=0.000087 value=1.2498 confidence=0.781
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
