quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00254 momentum=-0.00058 one_tick=0.00000
quant-1  | ORDERS: []
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=0 proposed_fills=0 symbols=[]
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=0 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.99, 'cash': 93.5, 'exposure': 6.49, 'exposure_pct': 0.0649, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T06:58:24.576168Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0657 momentum=0.0
quant-1  |   PLAY/USDT | source=NORMAL direction=None strength=0.005 momentum=0.00496
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0047 momentum=0.00381
quant-1  |   ULTIMA/USDT | source=NORMAL direction=None strength=0.0034 momentum=-0.00059
quant-1  |   TRIA/USDT | source=NORMAL direction=None strength=0.0034 momentum=-0.00286
quant-1  | ========================================================================
quant-1  | 
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT source=auto_phase2h_reconciler
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.003386 breakout=0.003021 trend_quality=0.000000 momentum=-0.002861 one_tick=-0.000955 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=TRIA/USDT class=SIDEWAYS_SCALP ret=-0.1273% unreal=-0.001595 peak=0.001994 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.001927 breakout=0.001775 trend_quality=0.002047 momentum=0.000803 one_tick=0.000803 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=CAKE/USDT class=SIDEWAYS_SCALP ret=-0.0801% unreal=-0.001002 peak=0.002003 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.003449 breakout=0.003157 trend_quality=0.000000 momentum=-0.000587 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=ULTIMA/USDT class=SIDEWAYS_SCALP ret=0.0000% unreal=0.000000 peak=0.000000 age_min=0.0
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 3.2e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64027.11, 'ETH/USDT': 1789.56, 'SOL/USDT': 70.44, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1896, 'DOGE/USDT': 0.0898, 'BNB/USDT': 605.4, 'TRIA/USDT': 0.03137, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23283, 'ADA/USDT': 0.1978, 'USD1/USDT': 0.99969, 'INJ/USDT': 6.242, 'SUI/USDT': 0.7997, 'LTC/USDT': 46.61, 'HYPE/USDT': 69.82, 'BCH/USDT': 243.1, 'ZEC/USDT': 586.01, 'GOLD(PAXG)/USDT': 4462.29, 'FIL/USDT': 0.874, 'TAO/USDT': 220.57, 'DOT/USDT': 1.064, 'TON/USDT': 1.782, 'TRUMP/USDT': 1.845, 'BILL/USDT': 0.08519, 'NEAR/USDT': 2.4676, 'BEAT/USDT': 1.38263, 'ULTIMA/USDT': 2332.14, 'MX/USDT': 1.7519, 'GUA/USDT': 0.91561, 'ONDO/USDT': 0.38785, 'ASTER/USDT': 0.6647, 'EDEN/USDT': 0.04507, 'EUR/USDT': 1.1613, 'ETHFI/USDT': 0.3395, 'GENIUS/USDT': 0.46918, 'RAIN/USDT': 0.0140556, 'XMR/USDT': 357.75, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.181, 'DASH/USDT': 35.99, 'SHIB/USDT': 5.051e-06, 'PLAY/USDT': 0.10128, 'AVAX/USDT': 7.935, 'PENGU/USDT': 0.006883, 'WXT/USDT': 0.016468, 'ATOM/USDT': 1.817, 'IN/USDT': 0.10462, 'TTN/USDT': 0.05039, 'ATLA/USDT': 183.7235, 'PENDLE/USDT': 1.343, 'AIXDROP/USDT': 0.00022056, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3511, 'BDX/USDT': 0.07877, '9BIT/USDT': 0.046917, 'JGGL/USDT': 1.9241, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.00642}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64027.11, 'ETH/USDT': 1789.56, 'SOL/USDT': 70.44, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1896, 'DOGE/USDT': 0.0898, 'BNB/USDT': 605.4, 'TRIA/USDT': 0.03137, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23283, 'ADA/USDT': 0.1978, 'USD1/USDT': 0.99969, 'INJ/USDT': 6.242, 'SUI/USDT': 0.7997, 'LTC/USDT': 46.61, 'HYPE/USDT': 69.82, 'BCH/USDT': 243.1, 'ZEC/USDT': 586.01, 'GOLD(PAXG)/USDT': 4462.29, 'FIL/USDT': 0.874, 'TAO/USDT': 220.57, 'DOT/USDT': 1.064, 'TON/USDT': 1.782, 'TRUMP/USDT': 1.845, 'BILL/USDT': 0.08519, 'NEAR/USDT': 2.4676, 'BEAT/USDT': 1.38263, 'ULTIMA/USDT': 2332.14, 'MX/USDT': 1.7519, 'GUA/USDT': 0.91561, 'ONDO/USDT': 0.38785, 'ASTER/USDT': 0.6647, 'EDEN/USDT': 0.04507, 'EUR/USDT': 1.1613, 'ETHFI/USDT': 0.3395, 'GENIUS/USDT': 0.46918, 'RAIN/USDT': 0.0140556, 'XMR/USDT': 357.75, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.181, 'DASH/USDT': 35.99, 'SHIB/USDT': 5.051e-06, 'PLAY/USDT': 0.10128, 'AVAX/USDT': 7.935, 'PENGU/USDT': 0.006883, 'WXT/USDT': 0.016468, 'ATOM/USDT': 1.817, 'IN/USDT': 0.10462, 'TTN/USDT': 0.05039, 'ATLA/USDT': 183.7235, 'PENDLE/USDT': 1.343, 'AIXDROP/USDT': 0.00022056, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3511, 'BDX/USDT': 0.07877, '9BIT/USDT': 0.046917, 'JGGL/USDT': 1.9241, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.00642}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.0, 'top_matches': 0, 'top_strategy': 'evo_1429'}
quant-1  | ALLOCATOR BLOCK: no_allowed_positive_strategy top_scores=[{'strategy': 'evo_1429', 'score': 0.0, 'matches': 0}, {'strategy': 'evo_1492', 'score': 0.0, 'matches': 0}, {'strategy': 'evo_4606', 'score': 0.0, 'matches': 0}, {'strategy': 'evo_2908', 'score': 0.0, 'matches': 0}, {'strategy': 'evo_4002', 'score': 0.0, 'matches': 0}]
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0450
