quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00017 momentum=0.00146 one_tick=0.00146
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0646 limit=0.0450 blocked=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.97, 'cash': 93.52, 'exposure': 6.46, 'exposure_pct': 0.0646, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:14:19.496029Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0759 momentum=-0.0711
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0281 momentum=0.0
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.006 momentum=0.00294
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.006 momentum=0.0
quant-1  |   IN/USDT | source=NORMAL direction=None strength=0.0033 momentum=0.00327
quant-1  | ========================================================================
quant-1  | 
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.000639 breakout=0.000279 trend_quality=0.000000 momentum=0.000639 one_tick=-0.000319 regime=SYMBOL_NEUTRAL
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ZEC/USDT qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ZEC/USDT open_qty=0.00339913680731437 latest_sell_qty=0.00339913680731437 latest_id=5 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT,ZEC/USDT source=auto_phase2h_reconciler
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.000639 breakout=0.000279 trend_quality=0.000000 momentum=0.000639 one_tick=-0.000319 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000030 one_tick=-0.000021 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000030 one_tick=-0.000021 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0646 symbol=ZEC/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.010048 unrealized=-0.020021
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=ZEC/USDT reason=sideways_hard_exposure_guard qty=0.00339914 mark=580.32000000 pnl=-0.020021
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_duplicate_sell_no_open_qty source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_REJECT] symbol=ZEC/USDT requested_qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63787.55, 'ETH/USDT': 1780.82, 'SOL/USDT': 69.92, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1812, 'DOGE/USDT': 0.08944, 'BNB/USDT': 602.46, 'TRIA/USDT': 0.03132, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23066, 'ADA/USDT': 0.1964, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.239, 'SUI/USDT': 0.7942, 'LTC/USDT': 46.42, 'HYPE/USDT': 69.69, 'BCH/USDT': 243.5, 'ZEC/USDT': 580.32, 'GOLD(PAXG)/USDT': 4457.89, 'FIL/USDT': 0.8623, 'TAO/USDT': 218.33, 'DOT/USDT': 1.054, 'TON/USDT': 1.765, 'TRUMP/USDT': 1.833, 'BILL/USDT': 0.08472, 'NEAR/USDT': 2.424, 'BEAT/USDT': 1.39924, 'ULTIMA/USDT': 2328.88, 'MX/USDT': 1.7514, 'GUA/USDT': 0.98579, 'ONDO/USDT': 0.3837, 'ASTER/USDT': 0.6617, 'EDEN/USDT': 0.04501, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.335, 'GENIUS/USDT': 0.46749, 'RAIN/USDT': 0.0139791, 'XMR/USDT': 357.99, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.127, 'DASH/USDT': 35.67, 'SHIB/USDT': 5.025e-06, 'PLAY/USDT': 0.09963, 'AVAX/USDT': 7.869, 'PENGU/USDT': 0.006824, 'WXT/USDT': 0.016391, 'ATOM/USDT': 1.803, 'IN/USDT': 0.1014, 'TTN/USDT': 0.05023, 'ATLA/USDT': 183.4342, 'PENDLE/USDT': 1.337, 'AIXDROP/USDT': 0.00022083, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3469, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.046893, 'JGGL/USDT': 1.915, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006377}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63787.55, 'ETH/USDT': 1780.82, 'SOL/USDT': 69.92, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1812, 'DOGE/USDT': 0.08944, 'BNB/USDT': 602.46, 'TRIA/USDT': 0.03132, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23066, 'ADA/USDT': 0.1964, 'USD1/USDT': 0.9997, 'INJ/USDT': 6.239, 'SUI/USDT': 0.7942, 'LTC/USDT': 46.42, 'HYPE/USDT': 69.69, 'BCH/USDT': 243.5, 'ZEC/USDT': 580.32, 'GOLD(PAXG)/USDT': 4457.89, 'FIL/USDT': 0.8623, 'TAO/USDT': 218.33, 'DOT/USDT': 1.054, 'TON/USDT': 1.765, 'TRUMP/USDT': 1.833, 'BILL/USDT': 0.08472, 'NEAR/USDT': 2.424, 'BEAT/USDT': 1.39924, 'ULTIMA/USDT': 2328.88, 'MX/USDT': 1.7514, 'GUA/USDT': 0.98579, 'ONDO/USDT': 0.3837, 'ASTER/USDT': 0.6617, 'EDEN/USDT': 0.04501, 'EUR/USDT': 1.1616, 'ETHFI/USDT': 0.335, 'GENIUS/USDT': 0.46749, 'RAIN/USDT': 0.0139791, 'XMR/USDT': 357.99, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.127, 'DASH/USDT': 35.67, 'SHIB/USDT': 5.025e-06, 'PLAY/USDT': 0.09963, 'AVAX/USDT': 7.869, 'PENGU/USDT': 0.006824, 'WXT/USDT': 0.016391, 'ATOM/USDT': 1.803, 'IN/USDT': 0.1014, 'TTN/USDT': 0.05023, 'ATLA/USDT': 183.4342, 'PENDLE/USDT': 1.337, 'AIXDROP/USDT': 0.00022083, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3469, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.046893, 'JGGL/USDT': 1.915, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006377}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6054, 'top_matches': 1, 'top_strategy': 'evo_2908'}
quant-1  | ALLOCATOR BEST: strategy=evo_2908 score=0.6054 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.07236 momentum=0.00000 one_tick=0.07615
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=0.01048 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00355 momentum=0.00327 one_tick=0.00000
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00099 momentum=0.00322 one_tick=0.00048
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00077 momentum=0.00197 one_tick=0.00136
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00304 momentum=-0.00310 one_tick=0.00000
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00270 momentum=-0.00100 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00155 momentum=-0.00143 one_tick=0.00029
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00205 momentum=0.00075 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00105 momentum=0.00089 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00199 momentum=0.00087 one_tick=0.00058
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00097 momentum=0.00086 one_tick=0.00065
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00250 momentum=0.00084 one_tick=0.00084
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00021 momentum=0.00074 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00071 momentum=0.00073 one_tick=0.00068
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00258 momentum=0.00071 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00057 momentum=0.00066 one_tick=0.00026
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00065 momentum=0.00063 one_tick=0.00037
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00091 momentum=0.00053 one_tick=0.00037
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00404 momentum=0.00043 one_tick=0.00017
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00063 momentum=0.00051 one_tick=0.00059
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=0.00043 momentum=-0.00041 one_tick=-0.00027
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00173 momentum=0.00035 one_tick=0.00012
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00034 momentum=0.00034 one_tick=0.00011
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00090 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00107 momentum=0.00025 one_tick=0.00063
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00003 momentum=0.00000 one_tick=0.00009
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00002 momentum=0.00000 one_tick=0.00030
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00074 momentum=0.00001 one_tick=-0.00021
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00000 momentum=-0.00001 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00077 momentum=0.00000 one_tick=0.00029
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00000 momentum=-0.00035 one_tick=-0.00009
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00122 momentum=-0.00051 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00020 momentum=-0.00011 one_tick=0.00020
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00195 momentum=-0.00009 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00147 momentum=-0.00095 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00178 momentum=-0.00226 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00185 momentum=-0.00055 one_tick=0.00000
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00494 momentum=-0.00091 one_tick=-0.00004
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00004 momentum=-0.00023 one_tick=-0.00023
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00242 momentum=-0.00141 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00027 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00125 momentum=-0.00020 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00082 momentum=-0.00030 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00141 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00066 momentum=-0.00018 one_tick=0.00006
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00166 momentum=-0.00055 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00001 momentum=-0.00060 one_tick=-0.00040
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00005 momentum=-0.00013 one_tick=0.00000
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=-0.00008 momentum=-0.00002 one_tick=0.00017
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00062 momentum=-0.00157 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-1: XMR/USDT(qs=0.0076,sig=0.0034)
quant-1  | ENTRY QUALITY TOP 10: [('XMR/USDT', 0.007572, 0.0034179044480376897)]
