quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00084 momentum=0.00041 one_tick=0.00000
quant-1  | ORDERS: [{'symbol': 'BILL/USDT', 'side': 'buy', 'quantity': 14.68003441831102, 'expected_price': 0.08514, 'fill_price': 0.08514, 'confidence': 0.9437234378153716, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.004635714383257827, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.0019269639416137352, 'long_trend': -0.0030334482218394854, 'volatility': 0.0007677284197019345, 'momentum': 0.002708750441644092, 'one_tick_momentum': 0.0003524850193865614, 'signal_strength': 0.004635714383257827, 'price': 0.08514, 'symbol_regime': 'SYMBOL_TREND_UP', 'symbol_trend_score': 0.004452960593940059, 'breakout_score': 0.004261028489014575, 'trend_quality': 0.004452960593940059, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.02364361981794763, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['BILL/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0648 limit=0.0450 blocked=['BILL/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.98, 'cash': 93.5, 'exposure': 6.49, 'exposure_pct': 0.0649, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:08:28.915648Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0241 momentum=-0.00135
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0194 momentum=-0.05966
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0181 momentum=0.0
quant-1  |   BILL/USDT | source=NORMAL direction=None strength=0.0046 momentum=0.00271
quant-1  |   ZEC/USDT | source=NORMAL direction=None strength=0.0027 momentum=-0.00085
quant-1  | ========================================================================
quant-1  | 
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63848.13, 'ETH/USDT': 1780.6, 'SOL/USDT': 69.95, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1816, 'DOGE/USDT': 0.08936, 'BNB/USDT': 602.24, 'TRIA/USDT': 0.03137, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23136, 'ADA/USDT': 0.1967, 'USD1/USDT': 0.99967, 'INJ/USDT': 6.219, 'SUI/USDT': 0.7939, 'LTC/USDT': 46.46, 'HYPE/USDT': 69.6, 'BCH/USDT': 243.5, 'ZEC/USDT': 577.19, 'GOLD(PAXG)/USDT': 4461.24, 'FIL/USDT': 0.8621, 'TAO/USDT': 218.58, 'DOT/USDT': 1.056, 'TON/USDT': 1.762, 'TRUMP/USDT': 1.836, 'BILL/USDT': 0.08514, 'NEAR/USDT': 2.4491, 'BEAT/USDT': 1.38498, 'ULTIMA/USDT': 2333.98, 'MX/USDT': 1.7518, 'GUA/USDT': 0.95801, 'ONDO/USDT': 0.38508, 'ASTER/USDT': 0.66, 'EDEN/USDT': 0.04501, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.3347, 'GENIUS/USDT': 0.46867, 'RAIN/USDT': 0.0139794, 'XMR/USDT': 357.28, 'UBOX/USDT': 0.002301, 'LINK/USDT': 8.123, 'DASH/USDT': 35.72, 'SHIB/USDT': 5.031e-06, 'PLAY/USDT': 0.09977, 'AVAX/USDT': 7.874, 'PENGU/USDT': 0.00682, 'WXT/USDT': 0.016399, 'ATOM/USDT': 1.808, 'IN/USDT': 0.10008, 'TTN/USDT': 0.05025, 'ATLA/USDT': 183.224, 'PENDLE/USDT': 1.336, 'AIXDROP/USDT': 0.00022092, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.348, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.046888, 'JGGL/USDT': 1.9149, 'CAKE/USDT': 1.243, 'BOB/USDT': 0.006388}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63848.13, 'ETH/USDT': 1780.6, 'SOL/USDT': 69.95, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1816, 'DOGE/USDT': 0.08936, 'BNB/USDT': 602.24, 'TRIA/USDT': 0.03137, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23136, 'ADA/USDT': 0.1967, 'USD1/USDT': 0.99967, 'INJ/USDT': 6.219, 'SUI/USDT': 0.7939, 'LTC/USDT': 46.46, 'HYPE/USDT': 69.6, 'BCH/USDT': 243.5, 'ZEC/USDT': 577.19, 'GOLD(PAXG)/USDT': 4461.24, 'FIL/USDT': 0.8621, 'TAO/USDT': 218.58, 'DOT/USDT': 1.056, 'TON/USDT': 1.762, 'TRUMP/USDT': 1.836, 'BILL/USDT': 0.08514, 'NEAR/USDT': 2.4491, 'BEAT/USDT': 1.38498, 'ULTIMA/USDT': 2333.98, 'MX/USDT': 1.7518, 'GUA/USDT': 0.95801, 'ONDO/USDT': 0.38508, 'ASTER/USDT': 0.66, 'EDEN/USDT': 0.04501, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.3347, 'GENIUS/USDT': 0.46867, 'RAIN/USDT': 0.0139794, 'XMR/USDT': 357.28, 'UBOX/USDT': 0.002301, 'LINK/USDT': 8.123, 'DASH/USDT': 35.72, 'SHIB/USDT': 5.031e-06, 'PLAY/USDT': 0.09977, 'AVAX/USDT': 7.874, 'PENGU/USDT': 0.00682, 'WXT/USDT': 0.016399, 'ATOM/USDT': 1.808, 'IN/USDT': 0.10008, 'TTN/USDT': 0.05025, 'ATLA/USDT': 183.224, 'PENDLE/USDT': 1.336, 'AIXDROP/USDT': 0.00022092, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.348, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.046888, 'JGGL/USDT': 1.9149, 'CAKE/USDT': 1.243, 'BOB/USDT': 0.006388}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.9, 'top_matches': 2, 'top_strategy': 'evo_1492'}
quant-1  | ALLOCATOR BEST: strategy=evo_1492 score=0.9000 matches=2 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=-0.01583 momentum=-0.05851 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00950 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BILL/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00227 momentum=0.00176 one_tick=0.00000 signal=0.00403
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00051 momentum=0.00326 one_tick=0.00424
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00318 momentum=0.00317 one_tick=0.00117
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP ATLA/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=False one_tick_ok=True trend=0.00067 momentum=0.00245 one_tick=0.00274 signal=0.00312
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00027 momentum=0.00310 one_tick=0.00310
quant-1  | ALLOCATOR SKIP HYPE/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=False one_tick_ok=True trend=0.00064 momentum=0.00245 one_tick=0.00245 signal=0.00309
quant-1  | ALLOCATOR SKIP ZEC/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.00247 momentum=0.00009 one_tick=-0.00014 signal=0.00256
quant-1  | ALLOCATOR SKIP EDEN/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00070 momentum=0.00156 one_tick=0.00156 signal=0.00226
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00101 momentum=0.00165 one_tick=0.00247
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=False one_tick_ok=True trend=0.00034 momentum=0.00075 one_tick=0.00075 signal=0.00109
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00205 momentum=0.00086 one_tick=0.00099
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=-0.00045 momentum=-0.00054 one_tick=0.00023
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00102 momentum=0.00061 one_tick=0.00049
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00199 momentum=0.00060 one_tick=0.00040
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00122 momentum=0.00058 one_tick=0.00058
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00105 momentum=0.00040 one_tick=0.00080
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=0.00038 momentum=-0.00209 one_tick=-0.00080
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00119 momentum=0.00031 one_tick=0.00063
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00023 momentum=0.00030 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00155 momentum=0.00029 one_tick=0.00086
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00064 momentum=0.00018 one_tick=0.00109
quant-1  | ALLOCATOR SKIP BDX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00003 momentum=0.00013 one_tick=-0.00025 signal=0.00016
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00024 momentum=-0.00017 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00122 momentum=0.00010 one_tick=0.00048
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=-0.00017 momentum=-0.00026 one_tick=-0.00013
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00005 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=-0.00000 momentum=-0.00001 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00144 momentum=-0.00051 one_tick=0.00025
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00072 momentum=0.00000 one_tick=0.00067
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00112 momentum=0.00000 one_tick=0.00051
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00000 momentum=-0.00002 one_tick=-0.00002
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00236 momentum=-0.00013 one_tick=0.00088
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00085 momentum=0.00000 one_tick=0.00108
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00280 momentum=-0.00035 one_tick=0.00046
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00109 momentum=-0.00018 one_tick=-0.00018
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00208 momentum=0.00000 one_tick=0.00190
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00178 momentum=-0.00283 one_tick=-0.00170
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00125 momentum=0.00000 one_tick=0.00054
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00104 momentum=-0.00057 one_tick=0.00094
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00055 momentum=-0.00076 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00004 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00286 momentum=-0.00060 one_tick=0.00120
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00190 momentum=-0.00017 one_tick=0.00239
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00143 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00379 momentum=-0.00190 one_tick=-0.00190
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00122 momentum=-0.00025 one_tick=-0.00025
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00241 momentum=-0.00088 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00146 momentum=0.00000 one_tick=0.00111
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00063 momentum=-0.01350 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00097 momentum=-0.00040 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00119 momentum=-0.00115 one_tick=0.00029
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00087 momentum=-0.00156 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-1: GUA/USDT(qs=0.0957,sig=0.0337)
quant-1  | ENTRY QUALITY TOP 10: [('GUA/USDT', 0.095715, 0.03370198507602051)]
