quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00040 momentum=0.00012 one_tick=-0.00010
quant-1  | ORDERS: [{'symbol': 'BEAT/USDT', 'side': 'buy', 'quantity': 0.8992949665244422, 'expected_price': 1.38982, 'fill_price': 1.38982, 'confidence': 0.95, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.005046082540567376, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.0004561745555731189, 'long_trend': 0.0, 'volatility': 0.0015286933810284248, 'momentum': 0.004589907984994257, 'one_tick_momentum': 0.003480144404332197, 'signal_strength': 0.005046082540567376, 'price': 1.38982, 'symbol_regime': 'SYMBOL_TREND_UP', 'symbol_trend_score': 0.0054571278431509995, 'breakout_score': 0.005074954497893893, 'trend_quality': 0.0054571278431509995, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.0303582002828549, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0650 limit=0.0450 blocked=['BEAT/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 100.0, 'cash': 93.5, 'exposure': 6.5, 'exposure_pct': 0.065, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:03:33.119243Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0319 momentum=0.02541
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0244 momentum=0.02436
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.005 momentum=0.00459
quant-1  |   TRIA/USDT | source=NORMAL direction=None strength=0.0026 momentum=-0.00317
quant-1  |   BCH/USDT | source=NORMAL direction=None strength=0.0024 momentum=-0.00246
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.005046 breakout=0.005075 trend_quality=0.005457 momentum=0.004590 one_tick=0.003480 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.005046 breakout=0.005075 trend_quality=0.005457 momentum=0.004590 one_tick=0.003480 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.002560 breakout=0.002262 trend_quality=0.000000 momentum=-0.003171 one_tick=-0.003802 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.002560 breakout=0.002262 trend_quality=0.000000 momentum=-0.003171 one_tick=-0.003802 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000987 breakout=0.001004 trend_quality=0.000000 momentum=0.000965 one_tick=0.001076 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000987 breakout=0.001004 trend_quality=0.000000 momentum=0.000965 one_tick=0.001076 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0650 symbol=CAKE/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.002404 unrealized=-0.003005
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=CAKE/USDT reason=sideways_hard_exposure_guard qty=1.00161083 mark=1.24500000 pnl=-0.003005
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=CAKE/USDT existing_qty=1.0016108270000519 requested_qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,TRIA/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 3.9e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63997.18, 'ETH/USDT': 1788.38, 'SOL/USDT': 70.25, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1872, 'DOGE/USDT': 0.08961, 'BNB/USDT': 605.15, 'TRIA/USDT': 0.03141, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23241, 'ADA/USDT': 0.1975, 'USD1/USDT': 0.99978, 'INJ/USDT': 6.242, 'SUI/USDT': 0.7986, 'LTC/USDT': 46.56, 'HYPE/USDT': 69.63, 'BCH/USDT': 243.7, 'ZEC/USDT': 575.83, 'GOLD(PAXG)/USDT': 4461.41, 'FIL/USDT': 0.8699, 'TAO/USDT': 219.87, 'DOT/USDT': 1.061, 'TON/USDT': 1.777, 'TRUMP/USDT': 1.842, 'BILL/USDT': 0.08463, 'NEAR/USDT': 2.474, 'BEAT/USDT': 1.3883, 'ULTIMA/USDT': 2331.41, 'MX/USDT': 1.752, 'GUA/USDT': 0.91481, 'ONDO/USDT': 0.38585, 'ASTER/USDT': 0.6621, 'EDEN/USDT': 0.04494, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.338, 'GENIUS/USDT': 0.4701, 'RAIN/USDT': 0.0140349, 'XMR/USDT': 357.55, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.161, 'DASH/USDT': 35.87, 'SHIB/USDT': 5.045e-06, 'PLAY/USDT': 0.10059, 'AVAX/USDT': 7.916, 'PENGU/USDT': 0.006871, 'WXT/USDT': 0.016438, 'ATOM/USDT': 1.815, 'IN/USDT': 0.10049, 'TTN/USDT': 0.05036, 'ATLA/USDT': 183.0395, 'PENDLE/USDT': 1.338, 'AIXDROP/USDT': 0.000221, 'SENS/USDT': 0.00565, 'TIA/USDT': 0.3499, 'BDX/USDT': 0.0788, '9BIT/USDT': 0.046912, 'JGGL/USDT': 1.9229, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.006404}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63997.18, 'ETH/USDT': 1788.38, 'SOL/USDT': 70.25, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1872, 'DOGE/USDT': 0.08961, 'BNB/USDT': 605.15, 'TRIA/USDT': 0.03141, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23241, 'ADA/USDT': 0.1975, 'USD1/USDT': 0.99978, 'INJ/USDT': 6.242, 'SUI/USDT': 0.7986, 'LTC/USDT': 46.56, 'HYPE/USDT': 69.63, 'BCH/USDT': 243.7, 'ZEC/USDT': 575.83, 'GOLD(PAXG)/USDT': 4461.41, 'FIL/USDT': 0.8699, 'TAO/USDT': 219.87, 'DOT/USDT': 1.061, 'TON/USDT': 1.777, 'TRUMP/USDT': 1.842, 'BILL/USDT': 0.08463, 'NEAR/USDT': 2.474, 'BEAT/USDT': 1.3883, 'ULTIMA/USDT': 2331.41, 'MX/USDT': 1.752, 'GUA/USDT': 0.91481, 'ONDO/USDT': 0.38585, 'ASTER/USDT': 0.6621, 'EDEN/USDT': 0.04494, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.338, 'GENIUS/USDT': 0.4701, 'RAIN/USDT': 0.0140349, 'XMR/USDT': 357.55, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.161, 'DASH/USDT': 35.87, 'SHIB/USDT': 5.045e-06, 'PLAY/USDT': 0.10059, 'AVAX/USDT': 7.916, 'PENGU/USDT': 0.006871, 'WXT/USDT': 0.016438, 'ATOM/USDT': 1.815, 'IN/USDT': 0.10049, 'TTN/USDT': 0.05036, 'ATLA/USDT': 183.0395, 'PENDLE/USDT': 1.338, 'AIXDROP/USDT': 0.000221, 'SENS/USDT': 0.00565, 'TIA/USDT': 0.3499, 'BDX/USDT': 0.0788, '9BIT/USDT': 0.046912, 'JGGL/USDT': 1.9229, 'CAKE/USDT': 1.246, 'BOB/USDT': 0.006404}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.9, 'top_matches': 5, 'top_strategy': 'evo_1429'}
quant-1  | ALLOCATOR BEST: strategy=evo_1429 score=0.9000 matches=5 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP SENS/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.01139 momentum=0.02541 one_tick=0.00000 signal=0.03680
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00352 momentum=0.00952 one_tick=0.00736
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9887 cash=99.9887 exposure=0.0000 realized=-0.0113 unrealized=0.0000 drawdown=-0.0113% regime=SIDEWAYS
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'UBOX/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=NEAR/USDT strategy=evo_allocator_rescue score=0.021615 signal=0.003874 breakout=0.003462 trend=0.000752 momentum=0.003122 one_tick=0.002025 value=1.2499 confidence=0.919
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
