quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00969 momentum=0.00000 one_tick=0.00000
quant-1  | ORDERS: [{'symbol': 'BTC/USDT', 'side': 'buy', 'quantity': 1.9629238077055918e-05, 'expected_price': 63667.79, 'fill_price': 63667.79, 'confidence': 0.8508317630257685, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.003038155616273519, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.0007244260391050528, 'long_trend': -0.0021168019740667177, 'volatility': 0.0004955255773248758, 'momentum': 0.0023137295771684663, 'one_tick_momentum': 0.00033827596468349874, 'signal_strength': 0.003038155616273519, 'price': 63667.79, 'symbol_regime': 'SYMBOL_TREND_UP', 'symbol_trend_score': 0.0028913516497275473, 'breakout_score': 0.0027674702553963284, 'trend_quality': 0.0028913516497275473, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.01590264691881404, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['BTC/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0643 limit=0.0450 blocked=['BTC/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.95, 'cash': 93.52, 'exposure': 6.44, 'exposure_pct': 0.0644, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [{'symbol': 'BTC/USDT', 'reason': 'entry_quality_not_top_10'}], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:23:47.755428Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0124 momentum=0.0
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0114 momentum=0.0
quant-1  |   XMR/USDT | source=NORMAL direction=None strength=0.0056 momentum=-0.00108
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0046 momentum=0.0
quant-1  |   TRIA/USDT | source=NORMAL direction=None strength=0.0032 momentum=-0.00032
quant-1  | Rejected sample: [{'symbol': 'BTC/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | ========================================================================
quant-1  | 
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9243 cash=93.4892 exposure=6.4350 realized=-0.0200 unrealized=-0.0557 drawdown=-0.0757% regime=SIDEWAYS
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ZEC/USDT qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ZEC/USDT open_qty=0.00339913680731437 latest_sell_qty=0.00339913680731437 latest_id=5 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT,ZEC/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63645.14, 'ETH/USDT': 1775.64, 'SOL/USDT': 69.56, 'USDC/USDT': 1.00062, 'XRP/USDT': 1.174, 'DOGE/USDT': 0.08908, 'BNB/USDT': 600.68, 'TRIA/USDT': 0.03121, 'TRX/USDT': 0.3319, 'BSB/USDT': 0.23088, 'ADA/USDT': 0.1959, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.162, 'SUI/USDT': 0.7905, 'LTC/USDT': 46.22, 'HYPE/USDT': 68.82, 'BCH/USDT': 243.0, 'ZEC/USDT': 574.0, 'GOLD(PAXG)/USDT': 4461.36, 'FIL/USDT': 0.8549, 'TAO/USDT': 217.13, 'DOT/USDT': 1.049, 'TON/USDT': 1.735, 'TRUMP/USDT': 1.815, 'BILL/USDT': 0.08478, 'NEAR/USDT': 2.419, 'BEAT/USDT': 1.41455, 'ULTIMA/USDT': 2336.98, 'MX/USDT': 1.7517, 'GUA/USDT': 0.96179, 'ONDO/USDT': 0.38075, 'ASTER/USDT': 0.6578, 'EDEN/USDT': 0.0442, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3307, 'GENIUS/USDT': 0.46788, 'RAIN/USDT': 0.0139517, 'XMR/USDT': 360.85, 'UBOX/USDT': 0.002779, 'LINK/USDT': 8.084, 'DASH/USDT': 35.48, 'SHIB/USDT': 5.009e-06, 'PLAY/USDT': 0.09497, 'AVAX/USDT': 7.828, 'PENGU/USDT': 0.006783, 'WXT/USDT': 0.016351, 'ATOM/USDT': 1.796, 'IN/USDT': 0.09945, 'TTN/USDT': 0.05003, 'ATLA/USDT': 180.9082, 'PENDLE/USDT': 1.327, 'AIXDROP/USDT': 0.00022083, 'SENS/USDT': 0.00594, 'TIA/USDT': 0.3434, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.047083, 'JGGL/USDT': 1.91, 'CAKE/USDT': 1.236, 'BOB/USDT': 0.006373}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63645.14, 'ETH/USDT': 1775.64, 'SOL/USDT': 69.56, 'USDC/USDT': 1.00062, 'XRP/USDT': 1.174, 'DOGE/USDT': 0.08908, 'BNB/USDT': 600.68, 'TRIA/USDT': 0.03121, 'TRX/USDT': 0.3319, 'BSB/USDT': 0.23088, 'ADA/USDT': 0.1959, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.162, 'SUI/USDT': 0.7905, 'LTC/USDT': 46.22, 'HYPE/USDT': 68.82, 'BCH/USDT': 243.0, 'ZEC/USDT': 574.0, 'GOLD(PAXG)/USDT': 4461.36, 'FIL/USDT': 0.8549, 'TAO/USDT': 217.13, 'DOT/USDT': 1.049, 'TON/USDT': 1.735, 'TRUMP/USDT': 1.815, 'BILL/USDT': 0.08478, 'NEAR/USDT': 2.419, 'BEAT/USDT': 1.41455, 'ULTIMA/USDT': 2336.98, 'MX/USDT': 1.7517, 'GUA/USDT': 0.96179, 'ONDO/USDT': 0.38075, 'ASTER/USDT': 0.6578, 'EDEN/USDT': 0.0442, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3307, 'GENIUS/USDT': 0.46788, 'RAIN/USDT': 0.0139517, 'XMR/USDT': 360.85, 'UBOX/USDT': 0.002779, 'LINK/USDT': 8.084, 'DASH/USDT': 35.48, 'SHIB/USDT': 5.009e-06, 'PLAY/USDT': 0.09497, 'AVAX/USDT': 7.828, 'PENGU/USDT': 0.006783, 'WXT/USDT': 0.016351, 'ATOM/USDT': 1.796, 'IN/USDT': 0.09945, 'TTN/USDT': 0.05003, 'ATLA/USDT': 180.9082, 'PENDLE/USDT': 1.327, 'AIXDROP/USDT': 0.00022083, 'SENS/USDT': 0.00594, 'TIA/USDT': 0.3434, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.047083, 'JGGL/USDT': 1.91, 'CAKE/USDT': 1.236, 'BOB/USDT': 0.006373}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6022, 'top_matches': 3, 'top_strategy': 'evo_6637'}
quant-1  | ALLOCATOR BEST: strategy=evo_6637 score=0.6022 matches=3 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=-0.00228 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=0.00279 momentum=-0.00014 one_tick=-0.00017
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP PENGU/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=False one_tick_ok=True trend=0.00069 momentum=0.00162 one_tick=0.00089 signal=0.00231
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00095 momentum=0.00019 one_tick=0.00002 signal=0.00200
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00032 momentum=0.00185 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=0.00181 momentum=-0.00009 one_tick=-0.00017
quant-1  | ALLOCATOR SKIP BSB/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00097 momentum=0.00043 one_tick=0.00000 signal=0.00140
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00011 momentum=0.00136 one_tick=-0.00025
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00196 momentum=0.00136 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00089 momentum=0.00046 one_tick=-0.00036 signal=0.00135
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00050 momentum=0.00126 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00008 momentum=0.00111 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00039 momentum=0.00104 one_tick=0.00018
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00031 momentum=0.00102 one_tick=0.00000
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00129 momentum=0.00087 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00039 momentum=0.00040 one_tick=0.00000 signal=0.00079
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00020 momentum=0.00076 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=0.00068 momentum=-0.00095 one_tick=0.00050
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=0.00071 momentum=-0.00028 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=0.00057 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=0.00050 momentum=-0.00101 one_tick=-0.00120
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00015 momentum=0.00045 one_tick=-0.00079
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00003 momentum=0.00030 one_tick=-0.00000
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00064 momentum=0.00041 one_tick=0.00000
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=0.00038 momentum=-0.00026 one_tick=-0.00089
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=0.00038 momentum=-0.00109 one_tick=-0.00122
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00024 momentum=0.00030 one_tick=0.00030
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00082 momentum=-0.00012 one_tick=-0.00012
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00079 momentum=0.00022 one_tick=-0.00022
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=0.00021 momentum=-0.00080 one_tick=-0.00100
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00186 momentum=0.00015 one_tick=-0.00102
quant-1  | ALLOCATOR SKIP MX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00005 momentum=0.00006 one_tick=0.00000 signal=0.00011
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=0.00010 momentum=-0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=0.00008 momentum=-0.00024 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00059 momentum=0.00000 one_tick=-0.00072
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00092 momentum=-0.00026 one_tick=-0.00051
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00184 momentum=-0.00081 one_tick=-0.00211
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00168 momentum=-0.00245 one_tick=-0.00245
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00067 momentum=-0.00095 one_tick=-0.00190
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00392 momentum=-0.00287 one_tick=-0.00173
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00058 momentum=-0.00110 one_tick=-0.00165
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00338 momentum=-0.00210 one_tick=-0.00210
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00176 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00212 momentum=-0.00152 one_tick=-0.00152
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00036 momentum=-0.00046 one_tick=-0.00121
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00240 momentum=-0.00060 one_tick=-0.00211
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00487 momentum=-0.00607 one_tick=-0.00179
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00005 momentum=-0.00038 one_tick=-0.00128
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00190 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00112 momentum=-0.00145 one_tick=-0.00116
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | [QUALITY_RANK] top-2: 9BIT/USDT(qs=0.0047,sig=0.0020), ULTIMA/USDT(qs=0.0023,sig=0.0019)
quant-1  | ENTRY QUALITY TOP 10: [('9BIT/USDT', 0.004707, 0.001998412376112757), ('ULTIMA/USDT', 0.002311, 0.0018658082683752353)]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=TRIA/USDT strategy=evo_allocator_rescue score=0.014348 signal=0.003084 breakout=0.002748 trend=0.002763 momentum=0.000321 one_tick=0.000000 value=1.2498 confidence=0.832
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
