quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00177 momentum=-0.00141 one_tick=0.00028
quant-1  | ORDERS: [{'symbol': 'XMR/USDT', 'side': 'buy', 'quantity': 0.010583284902938488, 'expected_price': 362.06, 'fill_price': 362.277236, 'slippage_bps': 6, 'strategy': 'evo_4002_m_m', 'confidence': 0.7492887030996818, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['XMR/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0644 limit=0.0450 blocked=['XMR/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.95, 'cash': 93.52, 'exposure': 6.44, 'exposure_pct': 0.0644, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:22:38.739443Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0209 momentum=-0.00359
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0168 momentum=0.0
quant-1  |   XMR/USDT | source=NORMAL direction=None strength=0.0115 momentum=0.00441
quant-1  |   TRIA/USDT | source=NORMAL direction=None strength=0.0079 momentum=0.00709
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0066 momentum=-0.00537
quant-1  | ========================================================================
quant-1  | 
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ZEC/USDT qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ZEC/USDT open_qty=0.00339913680731437 latest_sell_qty=0.00339913680731437 latest_id=5 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT,ZEC/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63558.61, 'ETH/USDT': 1775.98, 'SOL/USDT': 69.58, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1736, 'DOGE/USDT': 0.08909, 'BNB/USDT': 601.06, 'TRIA/USDT': 0.03125, 'TRX/USDT': 0.3319, 'BSB/USDT': 0.23072, 'ADA/USDT': 0.1957, 'USD1/USDT': 0.99966, 'INJ/USDT': 6.18, 'SUI/USDT': 0.7897, 'LTC/USDT': 46.24, 'HYPE/USDT': 69.14, 'BCH/USDT': 243.0, 'ZEC/USDT': 574.26, 'GOLD(PAXG)/USDT': 4460.01, 'FIL/USDT': 0.8559, 'TAO/USDT': 216.73, 'DOT/USDT': 1.051, 'TON/USDT': 1.748, 'TRUMP/USDT': 1.818, 'BILL/USDT': 0.08466, 'NEAR/USDT': 2.4298, 'BEAT/USDT': 1.41479, 'ULTIMA/USDT': 2337.13, 'MX/USDT': 1.7516, 'GUA/USDT': 0.95268, 'ONDO/USDT': 0.38282, 'ASTER/USDT': 0.6587, 'EDEN/USDT': 0.04431, 'EUR/USDT': 1.1612, 'ETHFI/USDT': 0.3316, 'GENIUS/USDT': 0.46783, 'RAIN/USDT': 0.0139511, 'XMR/USDT': 361.72, 'UBOX/USDT': 0.002779, 'LINK/USDT': 8.08, 'DASH/USDT': 35.42, 'SHIB/USDT': 5.018e-06, 'PLAY/USDT': 0.09551, 'AVAX/USDT': 7.829, 'PENGU/USDT': 0.006772, 'WXT/USDT': 0.016351, 'ATOM/USDT': 1.793, 'IN/USDT': 0.09949, 'TTN/USDT': 0.05, 'ATLA/USDT': 181.6448, 'PENDLE/USDT': 1.326, 'AIXDROP/USDT': 0.00022099, 'SENS/USDT': 0.00594, 'TIA/USDT': 0.3438, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.047057, 'JGGL/USDT': 1.91, 'CAKE/USDT': 1.237, 'BOB/USDT': 0.006356}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63558.61, 'ETH/USDT': 1775.98, 'SOL/USDT': 69.58, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1736, 'DOGE/USDT': 0.08909, 'BNB/USDT': 601.06, 'TRIA/USDT': 0.03125, 'TRX/USDT': 0.3319, 'BSB/USDT': 0.23072, 'ADA/USDT': 0.1957, 'USD1/USDT': 0.99966, 'INJ/USDT': 6.18, 'SUI/USDT': 0.7897, 'LTC/USDT': 46.24, 'HYPE/USDT': 69.14, 'BCH/USDT': 243.0, 'ZEC/USDT': 574.26, 'GOLD(PAXG)/USDT': 4460.01, 'FIL/USDT': 0.8559, 'TAO/USDT': 216.73, 'DOT/USDT': 1.051, 'TON/USDT': 1.748, 'TRUMP/USDT': 1.818, 'BILL/USDT': 0.08466, 'NEAR/USDT': 2.4298, 'BEAT/USDT': 1.41479, 'ULTIMA/USDT': 2337.13, 'MX/USDT': 1.7516, 'GUA/USDT': 0.95268, 'ONDO/USDT': 0.38282, 'ASTER/USDT': 0.6587, 'EDEN/USDT': 0.04431, 'EUR/USDT': 1.1612, 'ETHFI/USDT': 0.3316, 'GENIUS/USDT': 0.46783, 'RAIN/USDT': 0.0139511, 'XMR/USDT': 361.72, 'UBOX/USDT': 0.002779, 'LINK/USDT': 8.08, 'DASH/USDT': 35.42, 'SHIB/USDT': 5.018e-06, 'PLAY/USDT': 0.09551, 'AVAX/USDT': 7.829, 'PENGU/USDT': 0.006772, 'WXT/USDT': 0.016351, 'ATOM/USDT': 1.793, 'IN/USDT': 0.09949, 'TTN/USDT': 0.05, 'ATLA/USDT': 181.6448, 'PENDLE/USDT': 1.326, 'AIXDROP/USDT': 0.00022099, 'SENS/USDT': 0.00594, 'TIA/USDT': 0.3438, 'BDX/USDT': 0.07873, '9BIT/USDT': 0.047057, 'JGGL/USDT': 1.91, 'CAKE/USDT': 1.237, 'BOB/USDT': 0.006356}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.7518, 'top_matches': 2, 'top_strategy': 'evo_4002_m'}
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9800 cash=99.9800 exposure=0.0000 realized=-0.0200 unrealized=0.0000 drawdown=-0.0200% regime=SIDEWAYS
quant-1  | ALLOCATOR BEST: strategy=evo_4002_m score=0.7518 matches=2 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=-0.00462 momentum=-0.00359 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00627 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00591 momentum=0.00130 one_tick=-0.00094 signal=0.00876
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00060 momentum=0.00281 one_tick=0.00281
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00143 momentum=0.00118 one_tick=-0.00077 signal=0.00261
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=0.00000 momentum=0.00246 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00110 momentum=0.00233 one_tick=-0.00101
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=0.00202 momentum=-0.00130 one_tick=0.00000
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00115 momentum=0.00013 one_tick=0.00019 signal=0.00196
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00160 momentum=0.00178 one_tick=-0.00015
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00250 momentum=0.00146 one_tick=0.00049
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=0.00000 momentum=0.00100 one_tick=0.00100
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00067 momentum=0.00095 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00076 momentum=0.00091 one_tick=0.00091
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00268 momentum=0.00091 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00015 momentum=0.00075 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00125 momentum=0.00063 one_tick=0.00000
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=0.00059 momentum=-0.00275 one_tick=-0.00090
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00038 momentum=0.00055 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=0.00049 momentum=-0.00039 one_tick=-0.00032
quant-1  | ALLOCATOR SKIP BNB/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00032 momentum=0.00015 one_tick=-0.00010 signal=0.00047
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00163 momentum=0.00045 one_tick=0.00113
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00036 momentum=-0.00042 one_tick=0.00000
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=0.00026 momentum=-0.00042 one_tick=-0.00037
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00071 momentum=0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00034 momentum=0.00024 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00027 momentum=0.00009 one_tick=0.00009
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=0.00021 momentum=-0.00042 one_tick=-0.00044
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00010 momentum=0.00020 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=0.00009 momentum=-0.00011 one_tick=-0.00006
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00029 momentum=0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00000 momentum=-0.00002 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00061 momentum=-0.00029 one_tick=-0.00086
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00164 momentum=-0.00068 one_tick=-0.00068
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00046 momentum=-0.00011 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00017 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00066 momentum=-0.00051 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00046 momentum=-0.00022 one_tick=-0.00065
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00043 momentum=-0.00123 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00232 momentum=-0.00221 one_tick=-0.00093
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00116 momentum=-0.00124 one_tick=-0.00124
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00143 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00029 momentum=-0.00177 one_tick=-0.00177
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00965 momentum=-0.01012 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00012 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00144 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.01029 momentum=-0.00313 one_tick=-0.00178
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00108 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00025 momentum=-0.00111 one_tick=-0.00167
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00268 momentum=-0.00371 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00122 momentum=-0.00087 one_tick=-0.00087
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00008 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00229 momentum=-0.00141 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-1: 9BIT/USDT(qs=0.0049,sig=0.0020)
quant-1  | ENTRY QUALITY TOP 10: [('9BIT/USDT', 0.004878, 0.0019593942864907232)]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=HYPE/USDT strategy=evo_allocator_rescue score=0.009915 signal=0.002465 breakout=0.001778 trend=0.000000 momentum=0.002465 one_tick=0.000000 value=1.2498 confidence=0.779
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
