quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00023 momentum=0.00038 one_tick=0.00038
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00405 momentum=-0.00093 one_tick=-0.00207
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00243 momentum=-0.00045 one_tick=-0.00045
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00131 momentum=-0.00045 one_tick=-0.00022
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00354 momentum=-0.00207 one_tick=-0.00059
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00186 momentum=-0.00049 one_tick=-0.00049
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00299 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00075 momentum=-0.00020 one_tick=-0.00020
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00434 momentum=-0.00050 one_tick=-0.00050
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00167 momentum=-0.00088 one_tick=-0.00088
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00129 momentum=-0.00015 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00108 momentum=-0.00030 one_tick=-0.00055
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00061 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00021 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00240 momentum=-0.00014 one_tick=-0.00086
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00372 momentum=-0.00149 one_tick=-0.00075
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00268 momentum=-0.00171 one_tick=-0.00171
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00088 momentum=-0.00114 one_tick=-0.00073
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] selected symbol=GUA/USDT strategy=evo_allocator_rescue score=0.054902 signal=0.010929 breakout=0.009330 trend=0.002632 momentum=0.008297 one_tick=0.000000 value=1.2499 confidence=0.950
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
