quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00078 momentum=0.00036 one_tick=-0.00032
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00327 momentum=-0.00335 one_tick=-0.00028
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00117 momentum=-0.00119 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00256 momentum=-0.00228 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00199 momentum=-0.00364 one_tick=-0.00058
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00118 momentum=-0.00073 one_tick=-0.00024
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00113 momentum=-0.00220 one_tick=-0.00055
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.01489 momentum=-0.00020 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00281 momentum=-0.00245 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00526 momentum=-0.00374 one_tick=0.00075
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00350 momentum=-0.00229 one_tick=0.00057
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00018 momentum=-0.00114 one_tick=0.00000
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=-0.00005 momentum=-0.00021 one_tick=-0.00013
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00174 momentum=-0.00151 one_tick=0.00031
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] selected symbol=GENIUS/USDT strategy=evo_allocator_rescue score=0.014840 signal=0.003114 breakout=0.002727 trend=0.002136 momentum=0.000979 one_tick=0.000000 value=1.2499 confidence=0.838
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
