quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | ORDERS: [{'symbol': 'PLAY/USDT', 'side': 'buy', 'quantity': 37.226863535857966, 'expected_price': 0.09851, 'fill_price': 0.098569106, 'slippage_bps': 6, 'strategy': 'evo_1594', 'confidence': 0.9, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['PLAY/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0643 limit=0.0450 blocked=['PLAY/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.93, 'cash': 93.52, 'exposure': 6.42, 'exposure_pct': 0.0642, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:29:50.268564Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   PLAY/USDT | source=NORMAL direction=None strength=0.0114 momentum=0.0051
quant-1  |   HYPE/USDT | source=NORMAL direction=None strength=0.0085 momentum=0.00362
quant-1  |   ATLA/USDT | source=NORMAL direction=None strength=0.0064 momentum=0.00333
quant-1  |   GENIUS/USDT | source=NORMAL direction=None strength=0.0053 momentum=0.00387
quant-1  |   DASH/USDT | source=NORMAL direction=None strength=0.0052 momentum=0.00338
quant-1  | ========================================================================
quant-1  | 
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9062 cash=93.4892 exposure=6.4169 realized=-0.0200 unrealized=-0.0738 drawdown=-0.0938% regime=SIDEWAYS
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ZEC/USDT qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ZEC/USDT open_qty=0.00339913680731437 latest_sell_qty=0.00339913680731437 latest_id=5 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT,ZEC/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63695.82, 'ETH/USDT': 1778.06, 'SOL/USDT': 69.65, 'USDC/USDT': 1.00063, 'XRP/USDT': 1.1761, 'DOGE/USDT': 0.0892, 'BNB/USDT': 602.21, 'TRIA/USDT': 0.03109, 'TRX/USDT': 0.332, 'BSB/USDT': 0.23001, 'ADA/USDT': 0.1964, 'USD1/USDT': 0.99966, 'INJ/USDT': 6.172, 'SUI/USDT': 0.7916, 'LTC/USDT': 46.27, 'HYPE/USDT': 69.38, 'BCH/USDT': 243.1, 'ZEC/USDT': 571.44, 'GOLD(PAXG)/USDT': 4458.96, 'FIL/USDT': 0.8568, 'TAO/USDT': 217.42, 'DOT/USDT': 1.054, 'TON/USDT': 1.742, 'TRUMP/USDT': 1.823, 'BILL/USDT': 0.08527, 'NEAR/USDT': 2.41, 'BEAT/USDT': 1.41587, 'ULTIMA/USDT': 2329.39, 'MX/USDT': 1.7514, 'GUA/USDT': 0.93534, 'ONDO/USDT': 0.38378, 'ASTER/USDT': 0.6598, 'EDEN/USDT': 0.0442, 'EUR/USDT': 1.1613, 'ETHFI/USDT': 0.332, 'GENIUS/USDT': 0.46937, 'RAIN/USDT': 0.013961, 'XMR/USDT': 363.28, 'UBOX/USDT': 0.00276, 'LINK/USDT': 8.109, 'DASH/USDT': 35.61, 'SHIB/USDT': 5.017e-06, 'PLAY/USDT': 0.09851, 'AVAX/USDT': 7.855, 'PENGU/USDT': 0.006811, 'WXT/USDT': 0.016353, 'ATOM/USDT': 1.799, 'IN/USDT': 0.09927, 'TTN/USDT': 0.05002, 'ATLA/USDT': 182.3555, 'PENDLE/USDT': 1.332, 'AIXDROP/USDT': 0.00022063, 'SENS/USDT': 0.00581, 'TIA/USDT': 0.3444, 'BDX/USDT': 0.0788, '9BIT/USDT': 0.0471, 'JGGL/USDT': 1.912, 'CAKE/USDT': 1.24, 'BOB/USDT': 0.006349}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63695.82, 'ETH/USDT': 1778.06, 'SOL/USDT': 69.65, 'USDC/USDT': 1.00063, 'XRP/USDT': 1.1761, 'DOGE/USDT': 0.0892, 'BNB/USDT': 602.21, 'TRIA/USDT': 0.03109, 'TRX/USDT': 0.332, 'BSB/USDT': 0.23001, 'ADA/USDT': 0.1964, 'USD1/USDT': 0.99966, 'INJ/USDT': 6.172, 'SUI/USDT': 0.7916, 'LTC/USDT': 46.27, 'HYPE/USDT': 69.38, 'BCH/USDT': 243.1, 'ZEC/USDT': 571.44, 'GOLD(PAXG)/USDT': 4458.96, 'FIL/USDT': 0.8568, 'TAO/USDT': 217.42, 'DOT/USDT': 1.054, 'TON/USDT': 1.742, 'TRUMP/USDT': 1.823, 'BILL/USDT': 0.08527, 'NEAR/USDT': 2.41, 'BEAT/USDT': 1.41587, 'ULTIMA/USDT': 2329.39, 'MX/USDT': 1.7514, 'GUA/USDT': 0.93534, 'ONDO/USDT': 0.38378, 'ASTER/USDT': 0.6598, 'EDEN/USDT': 0.0442, 'EUR/USDT': 1.1613, 'ETHFI/USDT': 0.332, 'GENIUS/USDT': 0.46937, 'RAIN/USDT': 0.013961, 'XMR/USDT': 363.28, 'UBOX/USDT': 0.00276, 'LINK/USDT': 8.109, 'DASH/USDT': 35.61, 'SHIB/USDT': 5.017e-06, 'PLAY/USDT': 0.09851, 'AVAX/USDT': 7.855, 'PENGU/USDT': 0.006811, 'WXT/USDT': 0.016353, 'ATOM/USDT': 1.799, 'IN/USDT': 0.09927, 'TTN/USDT': 0.05002, 'ATLA/USDT': 182.3555, 'PENDLE/USDT': 1.332, 'AIXDROP/USDT': 0.00022063, 'SENS/USDT': 0.00581, 'TIA/USDT': 0.3444, 'BDX/USDT': 0.0788, '9BIT/USDT': 0.0471, 'JGGL/USDT': 1.912, 'CAKE/USDT': 1.24, 'BOB/USDT': 0.006349}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.8234, 'top_matches': 10, 'top_strategy': 'evo_1594'}
quant-1  | ALLOCATOR BEST: strategy=evo_1594 score=0.8234 matches=10 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP PLAY/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00297 momentum=0.00510 one_tick=0.00000 signal=0.01197
quant-1  | [QUALITY_RANK] top-1: XMR/USDT(qs=0.0140,sig=0.0050)
quant-1  | ENTRY QUALITY TOP 10: [('XMR/USDT', 0.014048, 0.00497481488475604)]
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'HYPE/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=PLAY/USDT strategy=evo_allocator_rescue score=0.055668 signal=0.011974 breakout=0.010898 trend=0.002967 momentum=0.005102 one_tick=0.000000 value=1.2498 confidence=0.950
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
