quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=0.00079 momentum=0.00000 one_tick=0.00000
quant-1  | ORDERS: [{'symbol': 'GUA/USDT', 'side': 'buy', 'quantity': 1.2647629438940222, 'expected_price': 0.98813, 'fill_price': 0.98813, 'confidence': 0.95, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.05403768543363274, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.010927338978830026, 'long_trend': 0.028516771708464672, 'volatility': 0.005754820583608176, 'momentum': 0.02885196060057038, 'one_tick_momentum': 0.006693426790007617, 'signal_strength': 0.05403768543363274, 'price': 0.98813, 'symbol_regime': 'SYMBOL_BREAKOUT_UP', 'symbol_trend_score': 0.05282584607107761, 'breakout_score': 0.051387140925175566, 'trend_quality': 0.05282584607107761, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.2679818383610313, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['GUA/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0647 limit=0.0450 blocked=['GUA/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.99, 'cash': 93.52, 'exposure': 6.47, 'exposure_pct': 0.0647, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [{'symbol': 'UBOX/USDT', 'reason': 'entry_quality_not_top_10'}], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:12:01.602507Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.1738 momentum=0.11786
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.054 momentum=0.02885
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0089 momentum=0.0
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0053 momentum=-0.00447
quant-1  |   ZEC/USDT | source=NORMAL direction=None strength=0.0046 momentum=-0.00118
quant-1  | Rejected sample: [{'symbol': 'UBOX/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=downtrend_or_choppy regime=SYMBOL_TREND_DOWN
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000204 breakout=0.000072 trend_quality=0.000000 momentum=0.000081 one_tick=-0.000283 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000204 breakout=0.000072 trend_quality=0.000000 momentum=0.000081 one_tick=-0.000283 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=default_sideways signal=0.004618 breakout=0.003959 trend_quality=0.000000 momentum=-0.001182 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ZEC/USDT reason=default_sideways signal=0.004618 breakout=0.003959 trend_quality=0.000000 momentum=-0.001182 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0647 symbol=ZEC/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.005510 unrealized=-0.010979
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=ZEC/USDT reason=sideways_hard_exposure_guard qty=0.00339914 mark=582.98000000 pnl=-0.010979
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=ZEC/USDT existing_qty=0.00339913680731437 requested_qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63779.63, 'ETH/USDT': 1779.23, 'SOL/USDT': 69.95, 'USDC/USDT': 1.0006, 'XRP/USDT': 1.1809, 'DOGE/USDT': 0.08937, 'BNB/USDT': 602.45, 'TRIA/USDT': 0.03127, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23074, 'ADA/USDT': 0.1965, 'USD1/USDT': 0.99967, 'INJ/USDT': 6.228, 'SUI/USDT': 0.7937, 'LTC/USDT': 46.4, 'HYPE/USDT': 69.97, 'BCH/USDT': 243.6, 'ZEC/USDT': 580.47, 'GOLD(PAXG)/USDT': 4458.35, 'FIL/USDT': 0.8637, 'TAO/USDT': 218.67, 'DOT/USDT': 1.055, 'TON/USDT': 1.772, 'TRUMP/USDT': 1.833, 'BILL/USDT': 0.0849, 'NEAR/USDT': 2.4341, 'BEAT/USDT': 1.39705, 'ULTIMA/USDT': 2321.85, 'MX/USDT': 1.7518, 'GUA/USDT': 0.98813, 'ONDO/USDT': 0.3848, 'ASTER/USDT': 0.6604, 'EDEN/USDT': 0.04527, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.335, 'GENIUS/USDT': 0.4694, 'RAIN/USDT': 0.0139811, 'XMR/USDT': 357.0, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.121, 'DASH/USDT': 35.75, 'SHIB/USDT': 5.029e-06, 'PLAY/USDT': 0.09966, 'AVAX/USDT': 7.871, 'PENGU/USDT': 0.006825, 'WXT/USDT': 0.016405, 'ATOM/USDT': 1.804, 'IN/USDT': 0.10168, 'TTN/USDT': 0.05026, 'ATLA/USDT': 184.119, 'PENDLE/USDT': 1.339, 'AIXDROP/USDT': 0.00022086, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3473, 'BDX/USDT': 0.07877, '9BIT/USDT': 0.04689, 'JGGL/USDT': 1.9142, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006381}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63779.63, 'ETH/USDT': 1779.23, 'SOL/USDT': 69.95, 'USDC/USDT': 1.0006, 'XRP/USDT': 1.1809, 'DOGE/USDT': 0.08937, 'BNB/USDT': 602.45, 'TRIA/USDT': 0.03127, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23074, 'ADA/USDT': 0.1965, 'USD1/USDT': 0.99967, 'INJ/USDT': 6.228, 'SUI/USDT': 0.7937, 'LTC/USDT': 46.4, 'HYPE/USDT': 69.97, 'BCH/USDT': 243.6, 'ZEC/USDT': 580.47, 'GOLD(PAXG)/USDT': 4458.35, 'FIL/USDT': 0.8637, 'TAO/USDT': 218.67, 'DOT/USDT': 1.055, 'TON/USDT': 1.772, 'TRUMP/USDT': 1.833, 'BILL/USDT': 0.0849, 'NEAR/USDT': 2.4341, 'BEAT/USDT': 1.39705, 'ULTIMA/USDT': 2321.85, 'MX/USDT': 1.7518, 'GUA/USDT': 0.98813, 'ONDO/USDT': 0.3848, 'ASTER/USDT': 0.6604, 'EDEN/USDT': 0.04527, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.335, 'GENIUS/USDT': 0.4694, 'RAIN/USDT': 0.0139811, 'XMR/USDT': 357.0, 'UBOX/USDT': 0.002798, 'LINK/USDT': 8.121, 'DASH/USDT': 35.75, 'SHIB/USDT': 5.029e-06, 'PLAY/USDT': 0.09966, 'AVAX/USDT': 7.871, 'PENGU/USDT': 0.006825, 'WXT/USDT': 0.016405, 'ATOM/USDT': 1.804, 'IN/USDT': 0.10168, 'TTN/USDT': 0.05026, 'ATLA/USDT': 184.119, 'PENDLE/USDT': 1.339, 'AIXDROP/USDT': 0.00022086, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3473, 'BDX/USDT': 0.07877, '9BIT/USDT': 0.04689, 'JGGL/USDT': 1.9142, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006381}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.9, 'top_matches': 3, 'top_strategy': 'evo_1492'}
quant-1  | ALLOCATOR BEST: strategy=evo_1492 score=0.9000 matches=3 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.07190 momentum=0.11786 one_tick=0.00000 signal=0.19669
quant-1  | ALLOCATOR SKIP GUA/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.01473 momentum=0.02885 one_tick=0.00000 signal=0.05823
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=0.00267 momentum=-0.00044 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00249 momentum=0.00043 one_tick=0.00187 signal=0.00350
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=0.00274 momentum=-0.00057 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=0.00172 momentum=-0.00056 one_tick=0.00000
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=0.00165 momentum=-0.00108 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=0.00139 momentum=-0.00113 one_tick=-0.00035
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=0.00127 momentum=-0.00298 one_tick=-0.00149
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=0.00097 momentum=-0.00223 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=0.00074 momentum=-0.00118 one_tick=-0.00120
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00001 momentum=0.00068 one_tick=-0.00018 signal=0.00069
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=0.00023 momentum=-0.00204 one_tick=-0.00057
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=0.00060 momentum=-0.00192 one_tick=0.00016
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=0.00059 momentum=-0.00191 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00003 momentum=0.00051 one_tick=0.00064
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=0.00010 momentum=0.00000 one_tick=-0.00041
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00259 momentum=-0.00118 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=0.00043 momentum=-0.00030 one_tick=0.00090
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00037 momentum=-0.00249 one_tick=-0.00008
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=0.00035 momentum=0.00000 one_tick=0.00012
quant-1  | ALLOCATOR SKIP TTN/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00011 momentum=0.00020 one_tick=0.00000 signal=0.00031
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=0.00024 momentum=-0.00189 one_tick=-0.00095
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=0.00023 momentum=-0.00012 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=0.00018 momentum=-0.00307 one_tick=-0.00029
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=0.00013 momentum=-0.00140 one_tick=-0.00025
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=0.00010 momentum=-0.00018 one_tick=0.00055
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=0.00008 momentum=-0.00326 one_tick=-0.00163
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=0.00007 momentum=-0.00067 one_tick=-0.00022
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=0.00006 momentum=-0.00021 one_tick=0.00006
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00004 momentum=-0.00009 one_tick=-0.00009
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=0.00002 momentum=-0.00010 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=0.00001 momentum=0.00000 one_tick=-0.00006
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00045 momentum=-0.00093 one_tick=-0.00034
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00034 momentum=-0.00115 one_tick=-0.00060
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00016 momentum=0.00000 one_tick=0.00043
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00058 momentum=-0.00051 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00084 momentum=-0.00102 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00001 momentum=-0.00001 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00036 momentum=-0.00126 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00024 momentum=-0.00129 one_tick=-0.00065
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00017 momentum=-0.00028 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00033 momentum=-0.00214 one_tick=0.00078
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00256 momentum=-0.00405 one_tick=-0.00287
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00050 momentum=-0.00076 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00038 momentum=-0.00060 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00134 momentum=-0.00140 one_tick=-0.00010
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00088 momentum=-0.00111 one_tick=-0.00166
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00121 momentum=-0.00115 one_tick=0.00000
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00006 momentum=-0.00156 one_tick=0.00000
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00085 momentum=-0.00063 one_tick=-0.00063
quant-1  | [QUALITY_RANK] top-2: BEAT/USDT(qs=0.0113,sig=0.0057), ATLA/USDT(qs=0.0104,sig=0.0035)
quant-1  | ENTRY QUALITY TOP 10: [('BEAT/USDT', 0.011299, 0.005690302848916251), ('ATLA/USDT', 0.010429, 0.003504429567774414)]
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0449
