quant-1  | ALLOCATOR SKIP CAKE/USDT: already_holding
quant-1  | ORDERS: []
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=0 proposed_fills=0 symbols=[]
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=0 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.98, 'cash': 93.5, 'exposure': 6.49, 'exposure_pct': 0.0649, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T06:58:51.730828Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0682 momentum=-0.025
quant-1  |   ULTIMA/USDT | source=NORMAL direction=None strength=0.003 momentum=0.00011
quant-1  |   PLAY/USDT | source=NORMAL direction=None strength=0.0025 momentum=0.00248
quant-1  |   HYPE/USDT | source=NORMAL direction=None strength=0.0022 momentum=0.00215
quant-1  |   TRIA/USDT | source=NORMAL direction=None strength=0.0021 momentum=-0.00159
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.001145 breakout=0.000524 trend_quality=0.000000 momentum=-0.001264 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.001145 breakout=0.000524 trend_quality=0.000000 momentum=-0.001264 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.002060 breakout=0.001698 trend_quality=0.000000 momentum=-0.001592 one_tick=-0.000638 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.002060 breakout=0.001698 trend_quality=0.000000 momentum=-0.001592 one_tick=-0.000638 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.001284 breakout=0.001134 trend_quality=0.001405 momentum=0.000803 one_tick=0.000803 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.001284 breakout=0.001134 trend_quality=0.001405 momentum=0.000803 one_tick=0.000803 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.002976 breakout=0.002704 trend_quality=0.002980 momentum=0.000111 one_tick=0.000060 regime=SYMBOL_TREND_UP
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.002976 breakout=0.002704 trend_quality=0.002980 momentum=0.000111 one_tick=0.000060 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0649 symbol=TRIA/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.001910 unrealized=-0.002392
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=TRIA/USDT reason=sideways_hard_exposure_guard qty=39.87240829 mark=0.03135000 pnl=-0.002392
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [FILL_PERSISTED_ATOMIC] symbol=TRIA/USDT side=sell qty=39.87240829346092 new_qty=0.0 pnl=-0.002392344497607558 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [PROFIT_ENGINE] closed symbol=TRIA/USDT reason=sideways_hard_exposure_guard pnl=-0.002392
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,CAKE/USDT source=auto_phase2h_reconciler
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.002976 breakout=0.002704 trend_quality=0.002980 momentum=0.000111 one_tick=0.000060 regime=SYMBOL_TREND_UP
quant-1  | [PROFIT_ENGINE] track symbol=ULTIMA/USDT class=SIDEWAYS_SCALP ret=0.0111% unreal=0.000223 peak=0.000223 age_min=0.0
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 3.44e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64012.4, 'ETH/USDT': 1789.23, 'SOL/USDT': 70.37, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1888, 'DOGE/USDT': 0.08978, 'BNB/USDT': 605.42, 'TRIA/USDT': 0.03134, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23282, 'ADA/USDT': 0.1976, 'USD1/USDT': 0.99969, 'INJ/USDT': 6.248, 'SUI/USDT': 0.7999, 'LTC/USDT': 46.58, 'HYPE/USDT': 69.71, 'BCH/USDT': 243.0, 'ZEC/USDT': 585.04, 'GOLD(PAXG)/USDT': 4461.53, 'FIL/USDT': 0.8729, 'TAO/USDT': 220.5, 'DOT/USDT': 1.063, 'TON/USDT': 1.775, 'TRUMP/USDT': 1.845, 'BILL/USDT': 0.08519, 'NEAR/USDT': 2.468, 'BEAT/USDT': 1.38263, 'ULTIMA/USDT': 2332.28, 'MX/USDT': 1.7518, 'GUA/USDT': 0.91561, 'ONDO/USDT': 0.38811, 'ASTER/USDT': 0.664, 'EDEN/USDT': 0.04507, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.339, 'GENIUS/USDT': 0.46933, 'RAIN/USDT': 0.0140574, 'XMR/USDT': 357.66, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.176, 'DASH/USDT': 36.0, 'SHIB/USDT': 5.048e-06, 'PLAY/USDT': 0.10101, 'AVAX/USDT': 7.935, 'PENGU/USDT': 0.006883, 'WXT/USDT': 0.016466, 'ATOM/USDT': 1.815, 'IN/USDT': 0.10428, 'TTN/USDT': 0.0504, 'ATLA/USDT': 183.4865, 'PENDLE/USDT': 1.342, 'AIXDROP/USDT': 0.00022066, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3508, 'BDX/USDT': 0.07879, '9BIT/USDT': 0.046921, 'JGGL/USDT': 1.9237, 'CAKE/USDT': 1.247, 'BOB/USDT': 0.006413}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64012.4, 'ETH/USDT': 1789.23, 'SOL/USDT': 70.37, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.1888, 'DOGE/USDT': 0.08978, 'BNB/USDT': 605.42, 'TRIA/USDT': 0.03134, 'TRX/USDT': 0.3321, 'BSB/USDT': 0.23282, 'ADA/USDT': 0.1976, 'USD1/USDT': 0.99969, 'INJ/USDT': 6.248, 'SUI/USDT': 0.7999, 'LTC/USDT': 46.58, 'HYPE/USDT': 69.71, 'BCH/USDT': 243.0, 'ZEC/USDT': 585.04, 'GOLD(PAXG)/USDT': 4461.53, 'FIL/USDT': 0.8729, 'TAO/USDT': 220.5, 'DOT/USDT': 1.063, 'TON/USDT': 1.775, 'TRUMP/USDT': 1.845, 'BILL/USDT': 0.08519, 'NEAR/USDT': 2.468, 'BEAT/USDT': 1.38263, 'ULTIMA/USDT': 2332.28, 'MX/USDT': 1.7518, 'GUA/USDT': 0.91561, 'ONDO/USDT': 0.38811, 'ASTER/USDT': 0.664, 'EDEN/USDT': 0.04507, 'EUR/USDT': 1.1614, 'ETHFI/USDT': 0.339, 'GENIUS/USDT': 0.46933, 'RAIN/USDT': 0.0140574, 'XMR/USDT': 357.66, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.176, 'DASH/USDT': 36.0, 'SHIB/USDT': 5.048e-06, 'PLAY/USDT': 0.10101, 'AVAX/USDT': 7.935, 'PENGU/USDT': 0.006883, 'WXT/USDT': 0.016466, 'ATOM/USDT': 1.815, 'IN/USDT': 0.10428, 'TTN/USDT': 0.0504, 'ATLA/USDT': 183.4865, 'PENDLE/USDT': 1.342, 'AIXDROP/USDT': 0.00022066, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3508, 'BDX/USDT': 0.07879, '9BIT/USDT': 0.046921, 'JGGL/USDT': 1.9237, 'CAKE/USDT': 1.247, 'BOB/USDT': 0.006413}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.5779, 'top_matches': 1, 'top_strategy': 'evo_7929'}
quant-1  | ALLOCATOR BEST: strategy=evo_7929 score=0.5779 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.05819 momentum=-0.02500 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: already_holding
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00496 momentum=0.00144 one_tick=0.00144
quant-1  | ALLOCATOR SKIP ONDO/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00059 momentum=0.00067 one_tick=0.00067 signal=0.00126
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=0.00120 momentum=-0.00293 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=True trend=0.00075 momentum=0.00041 one_tick=0.00027 signal=0.00116
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.01230 momentum=0.00069 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=False momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00051 momentum=0.00009 one_tick=-0.00002 signal=0.00060
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=0.00046 momentum=-0.00267 one_tick=-0.00168
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00012 momentum=0.00040 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00286 momentum=0.00032 one_tick=0.00049
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00852 momentum=0.00029 one_tick=-0.00029
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00467 momentum=0.00028 one_tick=0.00028
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00221 momentum=0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00129 momentum=0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=0.00025 momentum=-0.00017 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00187 momentum=0.00020 one_tick=-0.00026
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00089 momentum=0.00017 one_tick=-0.00020
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00160 momentum=0.00013 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=0.00005 momentum=-0.00006 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00215 momentum=-0.00013 one_tick=-0.00023
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00287 momentum=-0.00057 one_tick=-0.00028
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=-0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00205 momentum=0.00000 one_tick=-0.00042
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00311 momentum=-0.00022 one_tick=-0.00011
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00200 momentum=0.00000 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00272 momentum=-0.00004 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00235 momentum=0.00000 one_tick=-0.00051
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00001 momentum=-0.00001 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00131 momentum=-0.00043 one_tick=-0.00064
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00758 momentum=-0.00129 one_tick=-0.00158
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00238 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: strict_filter trend=-0.00829 momentum=-0.00027 one_tick=-0.00166
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00202 momentum=-0.00126 one_tick=-0.00069
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00285 momentum=-0.00032 one_tick=-0.00032
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00131 momentum=-0.00094 one_tick=-0.00094
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00344 momentum=-0.00393 one_tick=-0.00225
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00268 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00503 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00322 momentum=-0.00150 one_tick=-0.00105
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00218 momentum=-0.00044 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00006 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00529 momentum=-0.00147 one_tick=-0.00147
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00502 momentum=-0.00025 one_tick=-0.00025
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00216 momentum=-0.00061 one_tick=-0.00061
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00203 momentum=-0.00020 one_tick=-0.00059
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00155 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00389 momentum=-0.00029 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00157 momentum=-0.00018 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00176 momentum=-0.00165 one_tick=-0.00110
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00823 momentum=-0.00325 one_tick=-0.00325
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00230 momentum=-0.00074 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=-0.00595 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00287 momentum=-0.00085 one_tick=-0.00085
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00167 momentum=-0.00010 one_tick=-0.00021
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00060 momentum=-0.00016 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] no_candidate_passed
