quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00129 momentum=0.00025 one_tick=0.00000
quant-1  | ORDERS: [{'symbol': 'TRIA/USDT', 'side': 'buy', 'quantity': 39.70327487690597, 'expected_price': 0.03148, 'fill_price': 0.03148, 'confidence': 0.8873387817727569, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.003535006109455008, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.0016253943971697993, 'long_trend': 0.0, 'volatility': 0.0013146034362524724, 'momentum': 0.0019096117122852085, 'one_tick_momentum': 0.0012722646310432406, 'signal_strength': 0.003535006109455008, 'price': 0.03148, 'symbol_regime': 'SYMBOL_TREND_UP', 'symbol_trend_score': 0.003662111095987297, 'breakout_score': 0.003333460236924179, 'trend_quality': 0.003662111095987297, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.018944898481063076, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['TRIA/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0650 limit=0.0450 blocked=['TRIA/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.99, 'cash': 93.5, 'exposure': 6.5, 'exposure_pct': 0.065, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [{'symbol': 'ONDO/USDT', 'reason': 'entry_quality_not_top_10'}], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:00:28.575243Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0234 momentum=0.0
quant-1  |   BSB/USDT | source=NORMAL direction=None strength=0.0039 momentum=0.00392
quant-1  |   TRIA/USDT | source=NORMAL direction=None strength=0.0035 momentum=0.00191
quant-1  |   PENDLE/USDT | source=NORMAL direction=None strength=0.003 momentum=0.00298
quant-1  |   ONDO/USDT | source=NORMAL direction=None strength=0.0027 momentum=0.00162
quant-1  | Rejected sample: [{'symbol': 'ONDO/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | ========================================================================
quant-1  | 
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,TRIA/USDT,CAKE/USDT source=auto_phase2h_reconciler
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000956 breakout=0.000725 trend_quality=0.000000 momentum=-0.000111 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=ULTIMA/USDT class=SIDEWAYS_SCALP ret=-0.0017% unreal=-0.000034 peak=0.000223 age_min=0.0
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000956 breakout=0.000725 trend_quality=0.000000 momentum=-0.000111 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE] track symbol=ULTIMA/USDT class=SIDEWAYS_SCALP ret=-0.0017% unreal=-0.000034 peak=0.000223 age_min=0.0
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 3.96e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 64065.2, 'ETH/USDT': 1790.76, 'SOL/USDT': 70.39, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.19, 'DOGE/USDT': 0.08987, 'BNB/USDT': 605.42, 'TRIA/USDT': 0.0315, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23329, 'ADA/USDT': 0.1979, 'USD1/USDT': 0.99973, 'INJ/USDT': 6.26, 'SUI/USDT': 0.8006, 'LTC/USDT': 46.62, 'HYPE/USDT': 69.71, 'BCH/USDT': 243.5, 'ZEC/USDT': 584.72, 'GOLD(PAXG)/USDT': 4462.36, 'FIL/USDT': 0.873, 'TAO/USDT': 220.8, 'DOT/USDT': 1.064, 'TON/USDT': 1.783, 'TRUMP/USDT': 1.845, 'BILL/USDT': 0.08546, 'NEAR/USDT': 2.4681, 'BEAT/USDT': 1.38382, 'ULTIMA/USDT': 2331.98, 'MX/USDT': 1.7518, 'GUA/USDT': 0.91308, 'ONDO/USDT': 0.38856, 'ASTER/USDT': 0.6646, 'EDEN/USDT': 0.045, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3395, 'GENIUS/USDT': 0.46908, 'RAIN/USDT': 0.0140553, 'XMR/USDT': 357.28, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.184, 'DASH/USDT': 36.06, 'SHIB/USDT': 5.053e-06, 'PLAY/USDT': 0.10135, 'AVAX/USDT': 7.934, 'PENGU/USDT': 0.006878, 'WXT/USDT': 0.016464, 'ATOM/USDT': 1.816, 'IN/USDT': 0.10321, 'TTN/USDT': 0.05037, 'ATLA/USDT': 183.6448, 'PENDLE/USDT': 1.347, 'AIXDROP/USDT': 0.00022077, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3513, 'BDX/USDT': 0.07876, '9BIT/USDT': 0.046915, 'JGGL/USDT': 1.9256, 'CAKE/USDT': 1.248, 'BOB/USDT': 0.006417}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 64065.2, 'ETH/USDT': 1790.76, 'SOL/USDT': 70.39, 'USDC/USDT': 1.00058, 'XRP/USDT': 1.19, 'DOGE/USDT': 0.08987, 'BNB/USDT': 605.42, 'TRIA/USDT': 0.0315, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23329, 'ADA/USDT': 0.1979, 'USD1/USDT': 0.99973, 'INJ/USDT': 6.26, 'SUI/USDT': 0.8006, 'LTC/USDT': 46.62, 'HYPE/USDT': 69.71, 'BCH/USDT': 243.5, 'ZEC/USDT': 584.72, 'GOLD(PAXG)/USDT': 4462.36, 'FIL/USDT': 0.873, 'TAO/USDT': 220.8, 'DOT/USDT': 1.064, 'TON/USDT': 1.783, 'TRUMP/USDT': 1.845, 'BILL/USDT': 0.08546, 'NEAR/USDT': 2.4681, 'BEAT/USDT': 1.38382, 'ULTIMA/USDT': 2331.98, 'MX/USDT': 1.7518, 'GUA/USDT': 0.91308, 'ONDO/USDT': 0.38856, 'ASTER/USDT': 0.6646, 'EDEN/USDT': 0.045, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3395, 'GENIUS/USDT': 0.46908, 'RAIN/USDT': 0.0140553, 'XMR/USDT': 357.28, 'UBOX/USDT': 0.00234, 'LINK/USDT': 8.184, 'DASH/USDT': 36.06, 'SHIB/USDT': 5.053e-06, 'PLAY/USDT': 0.10135, 'AVAX/USDT': 7.934, 'PENGU/USDT': 0.006878, 'WXT/USDT': 0.016464, 'ATOM/USDT': 1.816, 'IN/USDT': 0.10321, 'TTN/USDT': 0.05037, 'ATLA/USDT': 183.6448, 'PENDLE/USDT': 1.347, 'AIXDROP/USDT': 0.00022077, 'SENS/USDT': 0.00551, 'TIA/USDT': 0.3513, 'BDX/USDT': 0.07876, '9BIT/USDT': 0.046915, 'JGGL/USDT': 1.9256, 'CAKE/USDT': 1.248, 'BOB/USDT': 0.006417}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6832, 'top_matches': 6, 'top_strategy': 'evo_4762'}
quant-1  | ALLOCATOR BEST: strategy=evo_4762 score=0.6832 matches=6 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.02141 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00070 momentum=0.00392 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00071 momentum=0.00373 one_tick=0.00074
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | ENTRY QUALITY REJECTED: [{'symbol': 'BILL/USDT', 'reason': 'entry_quality_not_top_10'}]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=BILL/USDT strategy=evo_allocator_rescue score=0.020928 signal=0.003628 breakout=0.003439 trend=0.000106 momentum=0.003523 one_tick=0.001758 value=1.2499 confidence=0.911
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
